Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
LIV BO,Jersey-Spannbettlaken ca 140 - 160 x 200 cm,"€ 4,99",,"pro Einheit = 4,99","pro Einheit = 4,99","Aus Polyester und Baumwolle Weich, elastisch und bügelfrei Mit Rundumgummizug Maschinenwaschbar bis 60 °C, trocknergeeignet Für Steghöhen bis 20 cm Größe ca. 140 - 160 x 200 cm",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_481.jpg,cat_non_food,,,ref_000251,obs_0000016045|obs_0000011246|obs_0000016060|obs_0000016052|obs_0000009046|obs_0000010246|obs_0000018985|obs_0000023136|obs_0000023142|obs_0000024309|obs_0000025922|obs_0000023886|obs_0000018786|obs_0000017364,obs_0000016045|obs_0000016052|obs_0000016060|obs_0000011246,,
LIV BO,Jersey-Spannbettlaken ca 180 - 200 x 200 cm,"€ 5,99",,"pro Einheit = 5,99","pro Einheit = 5,99","Aus Polyester und Baumwolle Weich, elastisch und bügelfrei Mit Rundumgummizug Maschinenwaschbar bis 60 °C, trocknergeeignet Für Steghöhen bis 20 cm Größe ca. 180 - 200 x 200 cm",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_469.jpg,cat_non_food,,,ref_000252,obs_0000016060|obs_0000011238|obs_0000016045|obs_0000016052|obs_0000009046|obs_0000010246|obs_0000018985|obs_0000023136|obs_0000023142|obs_0000024309|obs_0000025922|obs_0000023886|obs_0000018786|obs_0000017364,obs_0000016045|obs_0000016052|obs_0000016060|obs_0000011238,,
LIV BO,Jersey-Spannbettlaken ca 90 - 100 x 200 cm,"€ 2,99",,"pro Einheit = 2,99","pro Einheit = 2,99","Aus Polyester und Baumwolle Weich, elastisch und bügelfrei Mit Rundumgummizug Maschinenwaschbar bis 60 °C, trocknergeeignet Für Steghöhen bis 20 cm Größe ca. 90 - 100 x 200 cm",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_457.jpg,cat_non_food,,,ref_000253,obs_0000016052|obs_0000011277|obs_0000016060|obs_0000016045|obs_0000009046|obs_0000010246|obs_0000018985|obs_0000023136|obs_0000023142|obs_0000024309|obs_0000025922|obs_0000023886|obs_0000018786|obs_0000017364,obs_0000011277|obs_0000016045|obs_0000016052|obs_0000016060,,
STAEDTLER,Jumbo-Fasermaler-Set Noris junior,"€ 2,99","€ 5,20","pro Einheit = 6,00","pro Einheit = 6,00","Dicker hexagonaler Schaft Runde, stabile und eindrücksichere Faserspitze Strichbreite ca. 2,5 mm Dermatologisch getestet Aus den meisten Textilien leicht auswaschbar Für Kinder ab 2 Jahren",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_400.jpg,cat_non_food,,,ref_000254,obs_0000032835,,,
ARNAUD,Jura-Morbier AOP,"€ 1,99","€ 2,89","pro Einheit = 100,00","pro Einheit = 100,00","franz. Schnittkäse aus Rohmilch, fein-würzig, cremig, 45 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_177.jpg,cat_molkerei_kaese,,,ref_000255,obs_0000013261|obs_0000008098|obs_0000014130,obs_0000013261,,
SNACK IT,Kabanossi,"€ 1,49","€ 1,99","1 kg = 12,42","1 kg = 12,42",versch. Sorten,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_136.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",,,ref_000256,obs_0000015362|obs_0000010601|obs_0000012779|obs_0000013723|obs_0000000723,obs_0000015362|obs_0000010601|obs_0000012779|obs_0000013723,,
JACOBS Krönung oder CAF HAG,Kaffee,"€ 6,99",,"1 kg = 13,98 - 15,54","1 kg = 13,98 - 15,54",versch. Sorten Krönung oder Café Hag klassisch-mild entkoffeiniert,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_252.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,BLS-N410100,ref_000257,obs_0000014593|obs_0000012856|obs_0000012375|obs_0000011954|obs_0000024909|obs_0000013724|obs_0000015279|obs_0000010719|obs_0000022517|obs_0000007172|obs_0000001036|obs_0000011792|obs_0000015886|obs_0000014364|obs_0000031774|obs_0000008737|obs_0000005168|obs_0000012378|obs_0000001674|obs_0000018585|obs_0000011952|obs_0000007356|obs_0000027842|obs_0000005362|obs_0000027412|obs_0000034615|obs_0000027964|obs_0000024390|obs_0000010059|obs_0000000848|obs_0000009608|obs_0000023971|obs_0000033702|obs_0000034731|obs_0000013262|obs_0000011764|obs_0000026632|obs_0000001035|obs_0000001037|obs_0000001038|obs_0000001039|obs_0000029713|obs_0000021523|obs_0000025137|obs_0000025139|obs_0000030782|obs_0000025157|obs_0000011344|obs_0000002651|obs_0000010346,obs_0000012856|obs_0000012375|obs_0000011954|obs_0000014593|obs_0000024909|obs_0000013724|obs_0000015279|obs_0000010719|obs_0000022517,,
KRÜGER FAMILY,Kaffeesticks,"€ 2,29","€ 2,79","1 kg = 12,73 - 16,36","1 kg = 12,73 - 16,36","2 in 1 oder 3 in 1, mit löslichem Bohnenkaffee, Kaffeeweißer und z. T. noch Zucker",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_255.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed",,BLS-K280200,ref_000258,obs_0000015019|obs_0000001001|obs_0000002900|obs_0000031857,obs_0000015019,,
PHILIPS,Kaffeevollautomat EP2230 10,"€ 299,00",,"pro Einheit = 299,00","pro Einheit = 299,00","Für Kaffee, Espresso, Cappuccino, Heißwasser Einfache SensorTouch-Bedienung Integriertes Keramikmahlwerk (12-stufig) Kaffeemenge, -stärke, -temperatur einstellbar Kaffeepulver-Option Mit 2-teiligem Milchsystem »LatteGo« Höhenverstellbarer Kaffeeauslauf Entnehmbarer Wassertank ca. 1,8 l AquaClean-Technologie Vollautomatisches Spül- und Entkalkungsprogramm Vollständig entnehmbare Brühgruppe Pumpendruck 15 bar 1.500 W Größe ca. B 25 x H 43 x T 37 cm",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_391.jpg,"cat_non_food,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,,ref_000259,obs_0000025484|obs_0000010214|obs_0000023135|obs_0000025871|obs_0000024745|obs_0000024382|obs_0000023960|obs_0000023535,obs_0000016006|obs_0000025484|obs_0000010214,,
K-CLASSIC,Kaiserbrötchen,"€ 0,59","€ 0,79","1 kg = 2,69","1 kg = 2,69",zum Fertigbacken,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_232.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,BLS-B531000,ref_000260,obs_0000009358|obs_0000009820|obs_0000027586|obs_0000023710|obs_0000007722|obs_0000024136|obs_0000022090|obs_0000018255|obs_0000010893|obs_0000033684,obs_0000027586|obs_0000009358|obs_0000023710|obs_0000007722|obs_0000024136|obs_0000022090|obs_0000009820|obs_0000018255,,
ANTIKAL,Kalkreiniger,"€ 2,59","€ 3,25","1 l = 3,24","1 l = 3,24",versch. Sorten,Nein,Dieses Angebot findest du vom 27.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-27,2026-04-29,../images/kaufland/kaufland_offer_603.jpg,cat_drogerie,,,ref_000261,obs_0000016112|obs_0000015512|obs_0000014282,obs_0000016112|obs_0000015512,,
BREFOOD,Kaninchenteile oder -keulen,"€ 9,99",,"1 kg = 8,00 - 9,99","1 kg = 8,00 - 9,99",küchenfertig,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_193.jpg,cat_tiefkuehl,,,ref_000262,,,,
K-CLASSIC,Kartoffelsalat,"€ 1,99","€ 2,49","pro Einheit = 1,00","pro Einheit = 1,00",versch. Sorten,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_204.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,sub_salate,tag_ultra_processed,tag_whole_food",,BLS-K110100,ref_000263,obs_0000010201|obs_0000031132|obs_0000030107|obs_0000026272|obs_0000028830|obs_0000027438|obs_0000027823|obs_0000028507|obs_0000028621|obs_0000006343|obs_0000007200|obs_0000034340|obs_0000025866|obs_0000007947,obs_0000031132|obs_0000030107|obs_0000026272|obs_0000010201,,
K-PURLAND,Kasseler Lachs XXL,"€ 6,79",,"pro Einheit = 10,87","pro Einheit = 10,87","vom Schwein, am Stück, goldgelb geräuchert",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_102.jpg,"cat_fleisch_wurst,sub_rind,sub_schwein,tag_high_protein,tag_proteinreich",,,ref_000264,obs_0000008445|obs_0000009451|obs_0000012266|obs_0000011417|obs_0000012630|obs_0000014013|obs_0000034922|obs_0000029169|obs_0000029220|obs_0000029280|obs_0000014061|obs_0000014471|obs_0000030953|obs_0000007070|obs_0000034321|obs_0000002082|obs_0000028859|obs_0000030882|obs_0000033739|obs_0000034939|obs_0000012763|obs_0000013967,obs_0000008445|obs_0000009451|obs_0000012266,,
DREAMIES oder WHISKAS,Katzensnack,"€ 2,99","€ 3,65","1 kg = 16,62 - 24,92","1 kg = 16,62 - 24,92","Knuspertaschen oder Creamy, versch. Sorten",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_367.jpg,"cat_drogerie,tag_ultra_processed",,,ref_000265,obs_0000011180|obs_0000014683|obs_0000012639|obs_0000028295|obs_0000010190|obs_0000007300,obs_0000007300|obs_0000011180|obs_0000014683|obs_0000012639,,
HEYYY,Kaugummi,"€ 2,29",,"1 kg = 33,68 - 35,79","1 kg = 33,68 - 35,79","ohne Zucker, versch. Sorten",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_286.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000266,obs_0000027886,,,
KINDER,Kinderini,"€ 2,69",,"1 kg = 10,76","1 kg = 10,76",Butterkekse mit Kakao und Haselnüssen,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_290.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000267,obs_0000015258|obs_0000013271|obs_0000011119|obs_0000021039|obs_0000021687|obs_0000020220,obs_0000015258|obs_0000013271|obs_0000011119,,
KEEEPER,Klappbox Ben,"€ 7,99","€ 21,99","pro Einheit = 7,99","pro Einheit = 7,99",Aus Kunststoff Mit Soft-Touch-Griffen Belastbarkeit max. 50 kg Größe ca. B 54 x H 28 x T 37 cm (ca. 45 l),Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_427.jpg,"cat_non_food,diet_vegetarian",,,ref_000268,obs_0000003609|obs_0000013273,,,
LIVARNO,Klappmatratze,"€ 29,99","€ 29,99","pro Einheit = 29,99","pro Einheit = 29,99","Mit hochwertigem PU-Schaumstoffkern Bezug aus Polyester Ideal als Gästebett zu verwenden Zusammengeklappt auch als Sitzblock verwendbar Bezug abnehmbar und waschbar Mit praktischer Koffertasche Größe (ausgeklappt) ca. B 65 x H 8,5 x T 190 cm Größe (als Sitzblock) ca. B 65 x H 26 x T 63 cm",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_483.jpg,cat_non_food,,,ref_000269,,,,
ENERGIZER,Knopfzellen CR2025,"€ 2,99","€ 12,29","pro Einheit = 4,00","pro Einheit = 4,00",,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_374.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000270,obs_0000015136|obs_0000010796|obs_0000003202|obs_0000004365|obs_0000019097|obs_0000000291|obs_0000003751|obs_0000004792|obs_0000025284|obs_0000003938,obs_0000015128|obs_0000009117|obs_0000015136|obs_0000010793|obs_0000010796|obs_0000015983|obs_0000015984,,
ENERGIZER,Knopfzellen CR2032,"€ 2,99","€ 12,29","pro Einheit = 4,00","pro Einheit = 4,00",,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_369.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000271,obs_0000015128|obs_0000010793|obs_0000009117|obs_0000015984|obs_0000003202|obs_0000004365|obs_0000019097|obs_0000000291|obs_0000003751|obs_0000004792|obs_0000025284|obs_0000003938,obs_0000015128|obs_0000009117|obs_0000015136|obs_0000010793|obs_0000010796|obs_0000015983|obs_0000015984,,
FRIGEO,Knusper-Puffreis,"€ 0,59","€ 0,89","1 kg = 7,38","1 kg = 7,38","fruchtig-prickelnde, bunte Perlen mit Mais",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_287.jpg,"cat_knabbern_naschen,sub_reis,tag_ultra_processed",,,ref_000272,obs_0000034606,,,
WASA,Knäckebrot,"€ 3,58","€ 5,37","1 kg = 4,37 - 6,00","1 kg = 4,37 - 6,00","Rustikal, Vollkorn, Hafer & Sesam, Sesam & Vollkorn oder Milch & Joghurt",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_237.jpg,cat_grundnahrung,,BLS-B6A2000,ref_000273,obs_0000010533|obs_0000010283|obs_0000013278|obs_0000000663|obs_0000026860|obs_0000034950|obs_0000006307|obs_0000032654,obs_0000000663|obs_0000006307|obs_0000010533|obs_0000010283|obs_0000013278,,
Aus eigener Herstellung,Kochhinterschinken,"€ 1,29",,"pro Einheit = 100,00","pro Einheit = 100,00",aromatisch-saftig,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_142.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",,,ref_000274,obs_0000026780|obs_0000008869|obs_0000026817|obs_0000011852|obs_0000009479|obs_0000021905|obs_0000020252|obs_0000003880|obs_0000002097|obs_0000021071|obs_0000004307|obs_0000002904|obs_0000003046|obs_0000000252|obs_0000004734|obs_0000018611,obs_0000009479|obs_0000026780|obs_0000008869|obs_0000026817|obs_0000011852,,
MALIBU,Kokoslikör,"€ 9,99",,"1 l = 14,28","1 l = 14,28","mit weißem Rum, 18 Vol. %",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_303.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed",,,ref_000275,,,,
BONNE MAMAN,Konfitüre,"€ 4,00","€ 5,58","1 kg = 5,41","1 kg = 5,41","hergestellt in Frankreich, versch. Sorten",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_245.jpg,"cat_grundnahrung,diet_vegetarian",,BLS-S132000,ref_000276,obs_0000000136|obs_0000008202|obs_0000013749|obs_0000016124|obs_0000026193|obs_0000014805|obs_0000025804|obs_0000026082|obs_0000028637|obs_0000028522|obs_0000029697|obs_0000034825|obs_0000010128|obs_0000012688|obs_0000034208|obs_0000015009|obs_0000028974|obs_0000010707|obs_0000027734|obs_0000026852|obs_0000026854|obs_0000014194|obs_0000000792|obs_0000019590|obs_0000032650|obs_0000033806|obs_0000028955|obs_0000006313|obs_0000009772|obs_0000006832|obs_0000034610|obs_0000012211|obs_0000005567|obs_0000028231|obs_0000008019|obs_0000011094|obs_0000029031|obs_0000030695|obs_0000005754|obs_0000030345|obs_0000032400|obs_0000007582|obs_0000029360|obs_0000031949|obs_0000006652|obs_0000007191|obs_0000031016|obs_0000031180|obs_0000032104|obs_0000032105,obs_0000000136|obs_0000008202|obs_0000006313|obs_0000013749|obs_0000005567|obs_0000026193|obs_0000014805|obs_0000016124|obs_0000030695,,
STEINHAUS,Krakauer,"€ 4,99","€ 6,99","1 kg = 9,98","1 kg = 9,98",herzhaft-deftig,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_121.jpg,"cat_fleisch_wurst,tag_ultra_processed",,BLS-W171200,ref_000277,obs_0000011015|obs_0000012296|obs_0000010032|obs_0000013753|obs_0000014155|obs_0000008147|obs_0000009582|obs_0000005236|obs_0000006526|obs_0000031117|obs_0000007057|obs_0000030102|obs_0000007621|obs_0000013327|obs_0000008608|obs_0000008100|obs_0000003142|obs_0000002249|obs_0000011862,obs_0000011015|obs_0000012296|obs_0000010032|obs_0000013753|obs_0000014155|obs_0000008147|obs_0000009582|obs_0000005236|obs_0000006526,,
MEGGLE,Kräuter-Butter Original,"€ 1,49","€ 2,69","1 kg = 11,92","1 kg = 11,92","ideal als Grillbeilage oder zu gegartem Gemüse, mit oder ohne Knoblauch",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_162.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_butter_margarine,sub_kaese,sub_milchprodukte",,,ref_000278,obs_0000015797|obs_0000009500|obs_0000009961|obs_0000025201|obs_0000021206|obs_0000020387|obs_0000008456|obs_0000012797|obs_0000011042|obs_0000016451|obs_0000008569|obs_0000025029|obs_0000023253|obs_0000023732|obs_0000032048|obs_0000032300|obs_0000024152|obs_0000028319|obs_0000014084|obs_0000024620|obs_0000028730|obs_0000000107|obs_0000020611|obs_0000012423|obs_0000006283|obs_0000026772|obs_0000010409|obs_0000034970|obs_0000026832|obs_0000018644|obs_0000028896|obs_0000002274|obs_0000035052|obs_0000018772|obs_0000008556|obs_0000027005|obs_0000027048|obs_0000027049|obs_0000021000|obs_0000012814|obs_0000002620|obs_0000008777|obs_0000002676|obs_0000000636|obs_0000021117|obs_0000008906|obs_0000015051|obs_0000002843|obs_0000011054|obs_0000013125,obs_0000015797,,
ALMDUDLER,Kräuterlimonade,"€ 0,88","€ 1,09","1 l = 2,67","1 l = 2,67",mit natürlichen Alpenkräutern (+ 0.25 Pfand),Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_296.jpg,"cat_getraenke,sub_kaese,sub_milchprodukte,tag_ultra_processed",,,ref_000279,obs_0000015907|obs_0000013288|obs_0000011122|obs_0000014847|obs_0000010304|obs_0000027315|obs_0000005644,obs_0000015907|obs_0000013288|obs_0000005644|obs_0000011122|obs_0000027315|obs_0000014847|obs_0000010304,,
SODASTREAM,Kunststoff-Flaschen FUSE,"€ 9,99","€ 26,99","pro Einheit = 2,00","pro Einheit = 2,00","Für Wassersprudler DUO, TERRA, GAIA, ART, EASY Mit Schraubverschluss Füllmenge je ca. 1 l Fülllinie bei ca. 0,8 l Spülmaschinenfest",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_408.jpg,"cat_non_food,tag_ultra_processed",,,ref_000280,obs_0000012551|obs_0000008181,obs_0000012551|obs_0000008181,,
K-CLASSIC,Käse-Bacon-Griller,"€ 1,99","€ 2,49","1 kg = 9,95","1 kg = 9,95","gebrüht, Spitzenqualität",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_125.jpg,"cat_fleisch_wurst,sub_kaese,sub_milchprodukte,tag_ultra_processed",,,ref_000281,obs_0000026814|obs_0000006457|obs_0000010631|obs_0000012775|obs_0000008883|obs_0000011008|obs_0000001018|obs_0000001019|obs_0000014146,,,
K-CLASSIC,Kürbiskerne,"€ 3,38","€ 5,07","1 kg = 5,65","1 kg = 5,65",naturbelassen,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_249.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,BLS-H310100,ref_000282,obs_0000011540|obs_0000032870|obs_0000025341|obs_0000009438|obs_0000009904|obs_0000027719,obs_0000032870|obs_0000025341|obs_0000009438|obs_0000011540|obs_0000009904,,
Keine Marke,Lammkotelett,"€ 21,90","€ 26,90","pro Einheit = 21,90","pro Einheit = 21,90","edles, zartes Teilstück aus dem Lammrücken, in fein-aromatischer Marinade",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_146.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,BLS-U727100,ref_000283,,,,
Keine Marke,Laugenstange,"€ 1,00",,"pro Einheit = 1,00","pro Einheit = 1,00",mit Käse überbacken,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_226.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000284,obs_0000026561|obs_0000027394|obs_0000009828|obs_0000005866|obs_0000013295|obs_0000014548|obs_0000005497|obs_0000011519|obs_0000034151|obs_0000034948|obs_0000027990,obs_0000026561|obs_0000027394|obs_0000009828|obs_0000005866|obs_0000013295|obs_0000014548|obs_0000005497|obs_0000011519,,
Keine Marke,Leberkäse-Snack,"€ 0,99",,"pro Einheit = 0,99","pro Einheit = 0,99","Leberkäse in Plunderteig, mit Senf verfeinert",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_227.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",,BLS-W256100,ref_000285,obs_0000026147|obs_0000025802|obs_0000017698|obs_0000027967|obs_0000015693|obs_0000018804|obs_0000027097|obs_0000014824|obs_0000008701,,,
X4-LIFE,LED-Dekoleuchte,"€ 12,99",,"pro Einheit = 12,99","pro Einheit = 12,99",Warmweißes Licht 2 Helligkeitsstufen + Kerzenschein-Effekt Touch-Bedienung Kabellos für flexiblen Einsatz Akkulaufzeit bis zu 16 h Größe ca. Ø 7 x 15 cm,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_381.jpg,"cat_non_food,diet_vegetarian",,,ref_000286,obs_0000018511,obs_0000018511,,
X4-LIFE,LED-Wandleuchte,"€ 15,99",,"pro Einheit = 15,99","pro Einheit = 15,99","Stilvolles Filament-Design Kabellos für flexiblen Einsatz Warmweißes Licht mit 2.700 K Anschaltautomatik dank Bewegungsmelder Akkulaufzeit bis zu 12 h Zur Wandmontage oder freistehend verwendbar Größe ca. Ø 3,5 x 26 cm",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_380.jpg,"cat_non_food,diet_vegetarian",,,ref_000287,obs_0000011192,obs_0000019135|obs_0000011192,,
EDUSCHO,Lieblingskaffee,"€ 5,99",,"1 kg = 11,98","1 kg = 11,98","vollmundig und intensiv, gemahlen",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_251.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_high_protein,tag_proteinreich",,,ref_000288,,,,
FUNNY-FRISCH,Linsen- oder Popchips,"€ 4,00","€ 4,77","1 kg = 14,78 - 16,63","1 kg = 14,78 - 16,63",versch. Sorten,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_257.jpg,"cat_knabbern_naschen,sub_huelsenfruechte,tag_ultra_processed",,,ref_000289,obs_0000012185|obs_0000015307|obs_0000008900|obs_0000011529,obs_0000012185|obs_0000015307,,
AHEAD,Low Sugar Bar,"€ 1,29","€ 1,65","1 kg = 36,86","1 kg = 36,86",Chocolate Salted Peanut Caramel oder Nut Cashew Pretzel,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_283.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000290,obs_0000011554,,,
PANIFACTUM,Lower Carb Bio-Brot oder -Knäckebrot,"€ 2,99","€ 3,99","1 kg = 14,95","1 kg = 14,95","versch. Sorten, glutenfrei",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_236.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian",,,ref_000291,obs_0000000663|obs_0000010533|obs_0000026282|obs_0000010283|obs_0000013278,,,
