Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market
Rote Tafeläpfel,Keine Marke,"€ 1,59",,"1 kg = 1,87","Sorte: siehe Etikett, Kl. I, je 850-g-Schale",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_014.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",bamberg
Bio Mini Rispentomaten,Keine Marke,"€ 1,79",,"1 kg = 5,11","Kl. II, je 350-g-Schale",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_015.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg
Rote Spitzpaprika,Keine Marke,"€ 1,69",,"1 kg = 3,38","Kl. I, je 500-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_016.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg
Salatgurke,Keine Marke,"€ 0,88",,Kein Mengenpreis,"Kl. I, je St",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_017.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,sub_salate,tag_ultra_processed,tag_whole_food",bamberg
Bio Broccoli,Keine Marke,"€ 1,49",,"1 kg = 3,73","Kl. II, je 400-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_018.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",bamberg
Bio Cherry Romatomaten,Keine Marke,"€ 1,49",,"1 kg = 5,96","Kl. II, je 250-g-Schale",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_019.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg
Kaiserschoten,Keine Marke,"€ 1,99",,"1 kg = 9,95","Ursprung: siehe Etikett, Kl. I, je 200-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_020.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",bamberg
Vollkornbrötchen,REWE Bio,"€ 1,79",,"1 kg = 5,26",je 340-g-Pckg,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_121.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg
Kopfsalatherzen,Keine Marke,"€ 2,22",,Kein Mengenpreis,"Kl. I, je 2-St.-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_022.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food",bamberg
Essreife Mango,Keine Marke,"€ 1,59",,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. I, je St",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_023.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg
Heidelbeeren,Keine Marke,"€ 3,33",,"1 kg = 16,65","Kl. I, je 200-g-Schale",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_024.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg
Weißfleischige Nektarinen,Keine Marke,"€ 3,99",,Kein Mengenpreis,"Kl. I, je 1 kg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_025.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg
Grüne Tafelbirnen,Keine Marke,"€ 3,49",,Kein Mengenpreis,"»Abate Fetel«, Kl. I, je 1 kg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_026.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg
Bio Orangen,Keine Marke,"€ 1,79",,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. I, je 1-kg-Netz",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_027.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg
Wildkräuter Salat,Keine Marke,"€ 1,19",,"1 kg = 9,52","Kl. I, je 125-g-Schale",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_028.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kraeuter,sub_salate,tag_whole_food",bamberg
Camembert,Le Rustique,"€ 2,79",,"1 kg = 11,16","frz. Weichkäse, 45% Fett i.Tr., je 250-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_059.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",bamberg
YoPro Drink,Danone,"€ 1,11",,"1 kg = 4,11","versch. Sorten, je 270-g-Fl, zzgl. 0,25 Pfand",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_060.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_high_protein,tag_proteinreich,tag_ultra_processed",bamberg
Speisekartoffeln Feine Kleine,Keine Marke,"€ 1,49",,Kein Mengenpreis,"Qualität I, je 1-kg-Btl",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_021.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_whole_food",bamberg
Berchtesgadener Land Frische Demter Bio-Alpenmilch,Keine Marke,"€ 1,49",,Kein Mengenpreis,"1,5%/3,5% Fett, je 1-l-Fl, zzgl. 0,15 Pfand",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_062.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_milchprodukte,tag_whole_food",bamberg
Smoothie Mango Maracuja,Innocent,"€ 1,69",,"1 l = 6,76","je 250-ml-Fl, zzgl. 0,25 Pfand",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_094.jpg,"cat_getraenke,diet_vegetarian",bamberg
Popp Meistersalat,Keine Marke,"€ 1,79",,"1 kg = 8,95","versch. Sorten, je 200-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_095.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_ultra_processed,tag_whole_food",bamberg
Huel Trinkmahlzeit,Keine Marke,"€ 2,99",,"1 l = 5,98","versch. Sorten, je 500-ml-Fl, zzgl. 0,25 Pfand",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_096.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
Bratkartoffeln,Pfanni,"€ 1,69",,"1 kg = 4,23","Die Herzhaften, je 400-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_097.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_ultra_processed,tag_whole_food",bamberg
Florette Eisberg-Streifen,Keine Marke,"€ 1,59",,"1 kg = 5,30",je 300-g-Btl,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_098.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_ultra_processed,tag_whole_food",bamberg
Tress Brüder Demeter Bio Suppe,Keine Marke,"€ 2,99",,"1 l = 6,64","versch. Sorten, je 450-ml-Becher",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_099.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg
Saft Orange,Innocent,"€ 1,69",,"1 l = 5,12","ohne Fruchtfleisch, je 330-ml-Fl, zzgl. 0,25 Pfand",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_100.jpg,"cat_getraenke,diet_gluten_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg
Möhrenstifte,Keine Marke,"€ 0,79",,"1 kg = 3,95",je 200-g-Btl,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_101.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg
Florette Babyspinat,Keine Marke,"€ 1,59",,"1 kg = 15,90",je 100-g-Pckg,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_102.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food",bamberg
Pizzeria Style,Wagner,"€ 2,99",,"1 kg = 7,87","tiefgefroren, je 380-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_103.jpg,"cat_tiefkuehl,sub_tk_pizza,tag_ultra_processed",bamberg
Die Ofenfrische Vier Käse,Dr Oetker,"€ 2,22",,"1 kg = 5,41","tiefgefroren, je 410-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_104.jpg,"cat_tiefkuehl,sub_kaese,sub_milchprodukte,sub_tk_pizza,tag_ultra_processed",bamberg
Magnum Mini Mix Classic Almond White,Keine Marke,"€ 2,99",,"1 l = 9,06",je 330-ml-Pckg,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_105.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_eis,tag_ultra_processed,tag_whole_food",bamberg
Frank Rosin Hot Dogs Burrito,Keine Marke,"€ 2,79",,"1 kg = 8,56","tiefgefroren, je 326-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_107.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
Pizza Tradizionale Salame Romano,Dr Oetker,"€ 2,22",,"1 kg = 5,77","tiefgefroren, je 385-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_108.jpg,"cat_tiefkuehl,sub_tk_pizza,sub_wurst,tag_ultra_processed",bamberg
Frank Rosin Hot Dogs Currywurst,Keine Marke,"€ 2,79",,"1 kg = 9,30","tiefgefroren, je 300-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_109.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg
Caff Crema oder Espresso,Lavazza,"€ 14,99",,Kein Mengenpreis,"versch. Sorten, ganze Bohnen, je 1000-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_111.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,tag_ultra_processed",bamberg
Auslese oder Meisterröstung,Jacobs,"€ 6,49",,"1 kg = 12,98","versch. Sorten, gemahlener Bohnenkaffee, je 500-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_112.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg
Lungo Kaffeekapseln Intenso,Jacobs,"€ 4,44",,"1 kg = 42,69",je 104-g-Pckg,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_113.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg
Corny Müsliriegel Schoko,Keine Marke,"€ 1,59",,"1 kg = 10,60",je 6 x 25-g-Riegel-Pckg,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_114.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
Ländertee Mediterraner Pfirsich,Teekanne,"€ 1,59",,"1 kg = 31,80",je 50-g-Pckg,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_115.jpg,"cat_grundnahrung,tag_ultra_processed",bamberg
Anno 1688 Dinkel,Harry,"€ 1,99",,"1 kg = 4,42",je 450-g-Pckg,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_116.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",bamberg
Burger Landknäcke,Keine Marke,"€ 1,19",,"1 kg = 4,76","versch. Sorten, je 250-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_117.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegetarian",bamberg
Zentis Triple Zero Konfitüre Erdbeere,Keine Marke,"€ 1,99",,"1 kg = 10,76",je 185-g-Glas,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_118.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg
Pizzasnack,Keine Marke,"€ 0,99",,Kein Mengenpreis,"»Döner Style«, je St",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_119.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_pizza,tag_ultra_processed,tag_whole_food",bamberg
Brotaufstrich,Rama,"€ 1,29",,"1 kg = 5,73","versch. Sorten, je 225-g-Becher",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_061.jpg,"cat_molkerei_kaese,diet_vegan,diet_vegetarian,sub_butter_margarine,sub_huelsenfruechte",bamberg
Schwarzwälder Schinken g g A,Adler,"€ 1,99",,Kein Mengenpreis,"aus dem Kernstück, je 100 g",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_092.jpg,"cat_molkerei_kaese,sub_schwein,sub_wurst,tag_ultra_processed",bamberg
Magnum Utopia Double Hazelnut,Keine Marke,"€ 2,99",,"1 l = 11,73",je 255-ml-Pckg,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_110.jpg,"cat_tiefkuehl,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_eis,tag_ultra_processed,tag_whole_food",bamberg
Bergader Bonifaz oder Bavaria blu,Keine Marke,"€ 1,69",,Kein Mengenpreis,"Weichkäse, versch. Sorten, je 100 g",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_089.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg
Reinert Schinken Nuggetz,Keine Marke,"€ 1,99",,"1 kg = 13,27","herzhaft oder extra mager, je 150-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_063.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg
Gutfried Geflügel-Aufschnitt,Keine Marke,"€ 1,29",,"1 kg = 16,13","versch. Sorten, je 80-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_090.jpg,"cat_molkerei_kaese,sub_gefluegel,sub_wurst,tag_ultra_processed",bamberg
Berchtesgadener Land Demeter Bio Kefir,Keine Marke,"€ 0,99",,"1 kg = 2,48",je 400-g-Pckg,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_064.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg
Galbani Mozzarella Fior di Latte,Keine Marke,"€ 1,99",,"1 kg = 13,27","versch. Sorten, je 150-g-Btl",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_065.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte",bamberg
Pick Original Ungarische Salami,Keine Marke,"€ 4,49",,"1 kg = 17,96",je 250-g-Pckg,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_066.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,sub_tk_fertiggerichte,sub_wurst,tag_ultra_processed",bamberg
Demeter Frucht-Jogurt mild,Andechser Natur,"€ 1,99",,"1 kg = 3,98","versch. Sorten, je 500-g-Glas, zzgl. 0,15 Pfand",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_067.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte",bamberg
Schiller GQB Strohschwein Lyoner,Keine Marke,"€ 1,11",,Kein Mengenpreis,"im Ring, je 100 g",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_069.jpg,"cat_molkerei_kaese,sub_schwein,sub_wurst,tag_ultra_processed",bamberg
Gulasch gemischt,REWE Regional,"€ 6,66",,"1 kg = 13,32","vom Schwein und Rind, je 500-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_070.jpg,"cat_molkerei_kaese,diet_vegan,sub_rind,sub_schwein,tag_whole_food",bamberg
Vollmilchpudding,Landliebe,"€ 0,49",,"1 kg = 2,18","Schoko, je 225-g-Becher",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_071.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",bamberg
Schweinebratwurst,REWE Regional,"€ 1,99",,"1 kg = 9,95","fein, je 200-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_072.jpg,"cat_molkerei_kaese,diet_vegan,sub_schwein,sub_wurst,tag_whole_food",bamberg
Stilfser,Keine Marke,"€ 1,79",,Kein Mengenpreis,"ital. Schnittkäse, 50% Fett i.Tr., je 100 g",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_073.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg
Wilhelm Brandenburg Leberwurst mit Kalbfleisch,Keine Marke,"€ 0,99",,Kein Mengenpreis,je 100 g,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_074.jpg,"cat_molkerei_kaese,sub_wurst,tag_ultra_processed",bamberg
Salami,REWE,"€ 1,49",,Kein Mengenpreis,je 100 g,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_075.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,sub_wurst,tag_ultra_processed",bamberg
Rügenwalder Vegane Mühlen Schnitzel,Keine Marke,"€ 2,49",,"1 kg = 13,83",je 2 x 90-g-Pckg,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_077.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,sub_schwein,tag_ultra_processed",bamberg
Frisches Hähnchen-Brustfilet,REWE Regional,"€ 6,99",,"1 kg = 12,71","Teilstück, je 550-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_087.jpg,"cat_molkerei_kaese,diet_lactose_free,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_whole_food",bamberg
Grünländer mild nussig,Keine Marke,"€ 0,99",,Kein Mengenpreis,"Schnittkäse, 48% Fett i.Tr., je 100 g",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_088.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food",bamberg
Schulte Trapez Salami,Keine Marke,"€ 1,99",,Kein Mengenpreis,"Chili, je 100 g",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_076.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg
Speisequark,REWE Bio,"€ 0,89",,"1 kg = 3,56",je 250-g-Becher,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_086.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_milchprodukte,tag_whole_food",bamberg
Hähnchen Schnitte Cordon bleu,Keine Marke,"€ 6,49",,"1 kg = 8,65",je 750-g-Pckg,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_085.jpg,"cat_molkerei_kaese,diet_lactose_free,sub_gefluegel,tag_proteinreich,tag_ultra_processed,tag_whole_food",bamberg
Frische Hähnchenflügel,REWE Regional,"€ 5,99",,Kein Mengenpreis,"natur, Hkl. A, oder gewürzt, je 1000-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_083.jpg,"cat_molkerei_kaese,sub_gefluegel,tag_proteinreich,tag_whole_food",bamberg
Nature Respect Frisches Freiland- Hähnchen-Brustfilet,Keine Marke,"€ 19,90",,Kein Mengenpreis,"Teilstück, SB-verpackt, je 1 kg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_084.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_whole_food",bamberg
Rinder-Suppenfleisch,Keine Marke,"€ 8,99",,Kein Mengenpreis,"mit Knochen, SB-verpackt, je 1 kg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_081.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_hackfleisch,sub_rind,tag_proteinreich,tag_ultra_processed,tag_whole_food",bamberg
Rinder-Hackfleisch,REWE Bio,"€ 5,50",,"1 kg = 22,00",je 250-g-Pckg,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_080.jpg,"cat_molkerei_kaese,sub_hackfleisch,sub_rind,sub_schwein,tag_proteinreich,tag_whole_food",bamberg
Schweine-Minutenbauch,REWE Regional,"€ 5,55",,"1 kg = 11,10",je 500-g-Pckg,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_079.jpg,"cat_molkerei_kaese,diet_vegan,sub_schwein,tag_whole_food",bamberg
Frisches Maishähnchen,REWE Feine Welt,"€ 7,77",,Kein Mengenpreis,"Hkl. A, SB-verpackt, je 1 kg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_078.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_whole_food",bamberg
Butcher s Wagyu Beef Burger Patties,Keine Marke,"€ 5,55",,"1 kg = 24,13",je 230-g-Pckg,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/bamberg_offer_082.jpg,"cat_molkerei_kaese,diet_vegetarian",bamberg
Maille Dijon Senf Originale,Keine Marke,"€ 1,99",,"1 l = 9,95",je 200-ml-Glas,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_111.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",immenstaad
Basmatireis,REWE Bio,"€ 2,89",,Kein Mengenpreis,"weiß, je 1-kg-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_112.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_reis,tag_whole_food",immenstaad
Whole Pure Brot,Keine Marke,"€ 3,39",,"1 kg = 6,78","Haferbrot mit Ölsaaten, ohne Zusatz von Mehl und Hefe gebacken, je 500-g-St",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_091.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",immenstaad
Spee Megaperls Universal,Keine Marke,"€ 3,49",,"1 WL = 0,20",je 17-WL-Btl,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_157.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",immenstaad
