Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,reference_row_id.1,rough_match_observation_ids.1,exact_match_observation_ids.1
Anti-Schuppen Shampoo XXL,Head Shoulders,"€ 10,99",,"pro Einheit = 12,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_413.jpg,cat_drogerie,,ref_000413,obs_0000023249|obs_0000019354|obs_0000023759|obs_0000024185|obs_0000021027|obs_0000021690|obs_0000020208|obs_0000026350|obs_0000010955|obs_0000015107|obs_0000028680|obs_0000004179|obs_0000032877|obs_0000000446|obs_0000004606|obs_0000033372|obs_0000005033|obs_0000009325|obs_0000011610|obs_0000009796|obs_0000001916|obs_0000028560|obs_0000034854|obs_0000032840|obs_0000035066|obs_0000033059|obs_0000033092|obs_0000020828|obs_0000033133|obs_0000033168|obs_0000033215|obs_0000033227|obs_0000033237|obs_0000012763|obs_0000033244|obs_0000019053|obs_0000033398|obs_0000010913|obs_0000033460|obs_0000033529|obs_0000033623|obs_0000033649|obs_0000021647|obs_0000023755|obs_0000021764|obs_0000034052|obs_0000009494|obs_0000034239|obs_0000024178|obs_0000013967,obs_0000021027|obs_0000023249|obs_0000019354|obs_0000021690|obs_0000023759|obs_0000024185|obs_0000026350|obs_0000020208,ref_000413,obs_0000023249|obs_0000019354|obs_0000023759|obs_0000024185|obs_0000021027|obs_0000021690|obs_0000020208|obs_0000026350|obs_0000010955|obs_0000015107|obs_0000028680|obs_0000004179|obs_0000032877|obs_0000000446|obs_0000004606|obs_0000033372|obs_0000005033|obs_0000009325|obs_0000011610|obs_0000009796|obs_0000001916|obs_0000028560|obs_0000034854|obs_0000032840|obs_0000035066|obs_0000033059|obs_0000033092|obs_0000020828|obs_0000033133|obs_0000033168|obs_0000033215|obs_0000033227|obs_0000033237|obs_0000012763|obs_0000033244|obs_0000019053|obs_0000033398|obs_0000010913|obs_0000033460|obs_0000033529|obs_0000033623|obs_0000033649|obs_0000021647|obs_0000023755|obs_0000021764|obs_0000034052|obs_0000009494|obs_0000034239|obs_0000024178|obs_0000013967,obs_0000021027|obs_0000023249|obs_0000019354|obs_0000021690|obs_0000023759|obs_0000024185|obs_0000026350|obs_0000020208
Großtafel Voll-Nuss,Ritter Sport,"€ 1,69",,"pro Einheit = 2,29",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_414.jpg,"cat_knabbern_naschen,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,ref_000414,obs_0000024066|obs_0000024490|obs_0000017951|obs_0000022187|obs_0000027227,obs_0000024066|obs_0000024490,ref_000414,obs_0000024066|obs_0000024490|obs_0000017951|obs_0000022187|obs_0000027227,obs_0000024066|obs_0000024490
Kaergarden XXL,Arla,"€ 2,49",,"pro Einheit = 3,19",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_415.jpg,"cat_molkerei_kaese,diet_vegetarian,tag_ultra_processed",,ref_000415,obs_0000027311|obs_0000017643|obs_0000003682|obs_0000028499|obs_0000028612|obs_0000012763|obs_0000013967,obs_0000027311|obs_0000017643|obs_0000003682,ref_000415,obs_0000027311|obs_0000017643|obs_0000003682|obs_0000028499|obs_0000028612|obs_0000012763|obs_0000013967,obs_0000027311|obs_0000017643|obs_0000003682
Zahnpasta Max Fresh,Colgate,"€ 4,99",,"pro Einheit = 7,29",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,,cat_drogerie,,ref_000416,obs_0000023313|obs_0000019008|obs_0000017977|obs_0000025514|obs_0000016413|obs_0000021642|obs_0000022188|obs_0000020823|obs_0000024483|obs_0000026028|obs_0000019933|obs_0000014321|obs_0000024058,,ref_000416,obs_0000023313|obs_0000019008|obs_0000017977|obs_0000025514|obs_0000016413|obs_0000021642|obs_0000022188|obs_0000020823|obs_0000024483|obs_0000026028|obs_0000019933|obs_0000014321|obs_0000024058,
Schokohase,Kinder,"€ 1,79",,"1 kg = 32,55",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_418.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",BLS-S500000,ref_000418,obs_0000013878|obs_0000013974,obs_0000013878,ref_000418,obs_0000013878|obs_0000013974,obs_0000013878
Coca-Cola,Coca-Cola,"€ 3,99",,"1 l = 2,02",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_419.jpg,"cat_getraenke,sub_tk_fertiggerichte,tag_high_protein,tag_proteinreich,tag_ultra_processed",,ref_000419,obs_0000023586|obs_0000001110|obs_0000024676|obs_0000024165|obs_0000001642|obs_0000023740|obs_0000034042|obs_0000034648|obs_0000033681|obs_0000034234|obs_0000034810|obs_0000005638|obs_0000030302|obs_0000032440|obs_0000005827|obs_0000029418|obs_0000006901|obs_0000006909|obs_0000029979|obs_0000006021|obs_0000032705|obs_0000030680|obs_0000007669|obs_0000032254|obs_0000026646|obs_0000028226|obs_0000004177|obs_0000031900|obs_0000021663|obs_0000026287|obs_0000026323|obs_0000008921|obs_0000017639|obs_0000000810|obs_0000016686|obs_0000009023|obs_0000022338|obs_0000017246|obs_0000020844|obs_0000016754|obs_0000028026|obs_0000027015|obs_0000027037|obs_0000009119|obs_0000019364|obs_0000005031|obs_0000000445|obs_0000018375|obs_0000003042|obs_0000004604,obs_0000005638|obs_0000023586|obs_0000001110|obs_0000030302|obs_0000024676|obs_0000024165|obs_0000001642|obs_0000032440|obs_0000023740|obs_0000005827|obs_0000029418|obs_0000006901|obs_0000034042|obs_0000006909|obs_0000029979|obs_0000034648|obs_0000006021|obs_0000033681|obs_0000034234|obs_0000032705|obs_0000030680|obs_0000007669|obs_0000034810|obs_0000032254,ref_000419,obs_0000023586|obs_0000001110|obs_0000024676|obs_0000024165|obs_0000001642|obs_0000023740|obs_0000034042|obs_0000034648|obs_0000033681|obs_0000034234|obs_0000034810|obs_0000005638|obs_0000030302|obs_0000032440|obs_0000005827|obs_0000029418|obs_0000006901|obs_0000006909|obs_0000029979|obs_0000006021|obs_0000032705|obs_0000030680|obs_0000007669|obs_0000032254|obs_0000026646|obs_0000028226|obs_0000004177|obs_0000031900|obs_0000021663|obs_0000026287|obs_0000026323|obs_0000008921|obs_0000017639|obs_0000000810|obs_0000016686|obs_0000009023|obs_0000022338|obs_0000017246|obs_0000020844|obs_0000016754|obs_0000028026|obs_0000027015|obs_0000027037|obs_0000009119|obs_0000019364|obs_0000005031|obs_0000000445|obs_0000018375|obs_0000003042|obs_0000004604,obs_0000005638|obs_0000023586|obs_0000001110|obs_0000030302|obs_0000024676|obs_0000024165|obs_0000001642|obs_0000032440|obs_0000023740|obs_0000005827|obs_0000029418|obs_0000006901|obs_0000034042|obs_0000006909|obs_0000029979|obs_0000034648|obs_0000006021|obs_0000033681|obs_0000034234|obs_0000032705|obs_0000030680|obs_0000007669|obs_0000034810|obs_0000032254
Riegel,Kinder,"€ 5,39",,"1 kg = 14,26",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_420.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000420,obs_0000015457|obs_0000014601|obs_0000030996|obs_0000022867|obs_0000011786|obs_0000013851|obs_0000016928|obs_0000033364|obs_0000010357|obs_0000017107|obs_0000025377|obs_0000012676|obs_0000016822|obs_0000019932|obs_0000024180|obs_0000023761|obs_0000012393|obs_0000001004|obs_0000033810|obs_0000007700|obs_0000028698|obs_0000018459|obs_0000017974|obs_0000002137|obs_0000033369|obs_0000027264|obs_0000029327|obs_0000032428|obs_0000011951|obs_0000020666|obs_0000022204|obs_0000005841|obs_0000028376|obs_0000017628|obs_0000021773|obs_0000006926|obs_0000029970|obs_0000019229|obs_0000001320|obs_0000019295|obs_0000033127|obs_0000032238|obs_0000022422|obs_0000002974|obs_0000028578|obs_0000011177|obs_0000022958|obs_0000019427|obs_0000021485|obs_0000003586,obs_0000011786|obs_0000013851|obs_0000016928|obs_0000033364|obs_0000015457|obs_0000010357|obs_0000005841|obs_0000017107|obs_0000014601|obs_0000030996|obs_0000025377|obs_0000022867|obs_0000012676|obs_0000016822|obs_0000019932,ref_000420,obs_0000015457|obs_0000014601|obs_0000030996|obs_0000022867|obs_0000011786|obs_0000013851|obs_0000016928|obs_0000033364|obs_0000010357|obs_0000017107|obs_0000025377|obs_0000012676|obs_0000016822|obs_0000019932|obs_0000024180|obs_0000023761|obs_0000012393|obs_0000001004|obs_0000033810|obs_0000007700|obs_0000028698|obs_0000018459|obs_0000017974|obs_0000002137|obs_0000033369|obs_0000027264|obs_0000029327|obs_0000032428|obs_0000011951|obs_0000020666|obs_0000022204|obs_0000005841|obs_0000028376|obs_0000017628|obs_0000021773|obs_0000006926|obs_0000029970|obs_0000019229|obs_0000001320|obs_0000019295|obs_0000033127|obs_0000032238|obs_0000022422|obs_0000002974|obs_0000028578|obs_0000011177|obs_0000022958|obs_0000019427|obs_0000021485|obs_0000003586,obs_0000011786|obs_0000013851|obs_0000016928|obs_0000033364|obs_0000015457|obs_0000010357|obs_0000005841|obs_0000017107|obs_0000014601|obs_0000030996|obs_0000025377|obs_0000022867|obs_0000012676|obs_0000016822|obs_0000019932
Edel Salami XXL,Wiltmann,"€ 2,99",,"pro Einheit = 4,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_421.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,ref_000421,obs_0000026927|obs_0000011856|obs_0000011010|obs_0000016415|obs_0000025726|obs_0000009567|obs_0000010021|obs_0000027978|obs_0000014923|obs_0000032550|obs_0000016602|obs_0000008425|obs_0000016755|obs_0000025355|obs_0000017184|obs_0000017375|obs_0000025934|obs_0000034176|obs_0000010234|obs_0000010316|obs_0000002285|obs_0000026898|obs_0000002611|obs_0000019030|obs_0000002957|obs_0000003239|obs_0000019666|obs_0000003307|obs_0000028273|obs_0000020407|obs_0000012763|obs_0000021226|obs_0000013967|obs_0000005781|obs_0000031198|obs_0000014932|obs_0000023205|obs_0000007987|obs_0000008039|obs_0000016328,,ref_000421,obs_0000026927|obs_0000011856|obs_0000011010|obs_0000016415|obs_0000025726|obs_0000009567|obs_0000010021|obs_0000027978|obs_0000014923|obs_0000032550|obs_0000016602|obs_0000008425|obs_0000016755|obs_0000025355|obs_0000017184|obs_0000017375|obs_0000025934|obs_0000034176|obs_0000010234|obs_0000010316|obs_0000002285|obs_0000026898|obs_0000002611|obs_0000019030|obs_0000002957|obs_0000003239|obs_0000019666|obs_0000003307|obs_0000028273|obs_0000020407|obs_0000012763|obs_0000021226|obs_0000013967|obs_0000005781|obs_0000031198|obs_0000014932|obs_0000023205|obs_0000007987|obs_0000008039|obs_0000016328,
Shampoo,Pantene Pro-V,"€ 8,89",,"pro Einheit = 8,89",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_422.jpg,cat_drogerie,,ref_000422,obs_0000034854|obs_0000032840|obs_0000019053|obs_0000024178|obs_0000021647|obs_0000010913|obs_0000033460|obs_0000023755|obs_0000021764|obs_0000020828|obs_0000010154|obs_0000028680|obs_0000009796|obs_0000004179|obs_0000033372|obs_0000009325|obs_0000032877|obs_0000033398|obs_0000009955|obs_0000033529|obs_0000034052|obs_0000035066|obs_0000009494|obs_0000033059|obs_0000033092|obs_0000033623|obs_0000011610|obs_0000034662|obs_0000033133|obs_0000033649|obs_0000001916|obs_0000008067|obs_0000028560|obs_0000033168|obs_0000005033|obs_0000000446|obs_0000033215|obs_0000034239|obs_0000033227|obs_0000033237|obs_0000033244|obs_0000004606|obs_0000000808|obs_0000017934|obs_0000032284|obs_0000034858|obs_0000033849|obs_0000032841|obs_0000028256|obs_0000031350,obs_0000028680|obs_0000034854|obs_0000009796|obs_0000032840|obs_0000004179|obs_0000033372|obs_0000009325|obs_0000019053|obs_0000032877|obs_0000024178|obs_0000033398|obs_0000021647|obs_0000010913|obs_0000033460|obs_0000023755|obs_0000009955|obs_0000033529|obs_0000021764|obs_0000034052|obs_0000035066|obs_0000009494|obs_0000033059|obs_0000033092|obs_0000033623|obs_0000011610|obs_0000020828|obs_0000034662|obs_0000033133|obs_0000033649|obs_0000001916|obs_0000008067|obs_0000028560|obs_0000033168|obs_0000005033|obs_0000010154|obs_0000000446|obs_0000033215|obs_0000034239|obs_0000033227|obs_0000033237|obs_0000033244|obs_0000004606,ref_000422,obs_0000034854|obs_0000032840|obs_0000019053|obs_0000024178|obs_0000021647|obs_0000010913|obs_0000033460|obs_0000023755|obs_0000021764|obs_0000020828|obs_0000010154|obs_0000028680|obs_0000009796|obs_0000004179|obs_0000033372|obs_0000009325|obs_0000032877|obs_0000033398|obs_0000009955|obs_0000033529|obs_0000034052|obs_0000035066|obs_0000009494|obs_0000033059|obs_0000033092|obs_0000033623|obs_0000011610|obs_0000034662|obs_0000033133|obs_0000033649|obs_0000001916|obs_0000008067|obs_0000028560|obs_0000033168|obs_0000005033|obs_0000000446|obs_0000033215|obs_0000034239|obs_0000033227|obs_0000033237|obs_0000033244|obs_0000004606|obs_0000000808|obs_0000017934|obs_0000032284|obs_0000034858|obs_0000033849|obs_0000032841|obs_0000028256|obs_0000031350,obs_0000028680|obs_0000034854|obs_0000009796|obs_0000032840|obs_0000004179|obs_0000033372|obs_0000009325|obs_0000019053|obs_0000032877|obs_0000024178|obs_0000033398|obs_0000021647|obs_0000010913|obs_0000033460|obs_0000023755|obs_0000009955|obs_0000033529|obs_0000021764|obs_0000034052|obs_0000035066|obs_0000009494|obs_0000033059|obs_0000033092|obs_0000033623|obs_0000011610|obs_0000020828|obs_0000034662|obs_0000033133|obs_0000033649|obs_0000001916|obs_0000008067|obs_0000028560|obs_0000033168|obs_0000005033|obs_0000010154|obs_0000000446|obs_0000033215|obs_0000034239|obs_0000033227|obs_0000033237|obs_0000033244|obs_0000004606
Käsescheiben XXL,Leerdammer,"€ 3,99",,"1 kg = 11,08",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_423.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",,ref_000423,obs_0000004115|obs_0000002160|obs_0000020768|obs_0000018774|obs_0000000405|obs_0000004542|obs_0000004969|obs_0000019487|obs_0000021587|obs_0000017591|obs_0000021823|obs_0000031123|obs_0000025206|obs_0000026584|obs_0000024639|obs_0000002335|obs_0000020870|obs_0000016810|obs_0000012763|obs_0000025113|obs_0000027170|obs_0000002664|obs_0000002763|obs_0000021231|obs_0000031666|obs_0000000993|obs_0000027787|obs_0000001181|obs_0000033991|obs_0000017666|obs_0000020051|obs_0000026217|obs_0000013967|obs_0000022214|obs_0000018205|obs_0000034730|obs_0000020412,obs_0000004115|obs_0000031123|obs_0000000405|obs_0000004542|obs_0000025206|obs_0000004969|obs_0000019487,ref_000423,obs_0000004115|obs_0000002160|obs_0000020768|obs_0000018774|obs_0000000405|obs_0000004542|obs_0000004969|obs_0000019487|obs_0000021587|obs_0000017591|obs_0000021823|obs_0000031123|obs_0000025206|obs_0000026584|obs_0000024639|obs_0000002335|obs_0000020870|obs_0000016810|obs_0000012763|obs_0000025113|obs_0000027170|obs_0000002664|obs_0000002763|obs_0000021231|obs_0000031666|obs_0000000993|obs_0000027787|obs_0000001181|obs_0000033991|obs_0000017666|obs_0000020051|obs_0000026217|obs_0000013967|obs_0000022214|obs_0000018205|obs_0000034730|obs_0000020412,obs_0000004115|obs_0000031123|obs_0000000405|obs_0000004542|obs_0000025206|obs_0000004969|obs_0000019487
Sekt Trocken,MM Extra,"€ 2,99",,"pro Einheit = 4,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_424.jpg,cat_getraenke,,ref_000424,obs_0000008803|obs_0000025796|obs_0000034641|obs_0000011989|obs_0000015666|obs_0000014643|obs_0000012694|obs_0000011802|obs_0000017436|obs_0000018465|obs_0000033826|obs_0000017456|obs_0000003634|obs_0000013889|obs_0000019009|obs_0000031833|obs_0000019561|obs_0000018037|obs_0000028281|obs_0000000122|obs_0000012437|obs_0000010911|obs_0000026289|obs_0000023255|obs_0000027358|obs_0000018687|obs_0000016680|obs_0000014644|obs_0000024889|obs_0000026425|obs_0000011590|obs_0000015699|obs_0000027487|obs_0000008047|obs_0000002457|obs_0000022430|obs_0000025002|obs_0000001461|obs_0000026048,obs_0000025796|obs_0000034641,ref_000424,obs_0000008803|obs_0000025796|obs_0000034641|obs_0000011989|obs_0000015666|obs_0000014643|obs_0000012694|obs_0000011802|obs_0000017436|obs_0000018465|obs_0000033826|obs_0000017456|obs_0000003634|obs_0000013889|obs_0000019009|obs_0000031833|obs_0000019561|obs_0000018037|obs_0000028281|obs_0000000122|obs_0000012437|obs_0000010911|obs_0000026289|obs_0000023255|obs_0000027358|obs_0000018687|obs_0000016680|obs_0000014644|obs_0000024889|obs_0000026425|obs_0000011590|obs_0000015699|obs_0000027487|obs_0000008047|obs_0000002457|obs_0000022430|obs_0000025002|obs_0000001461|obs_0000026048,obs_0000025796|obs_0000034641
Croissants,Knack Back,"€ 1,49",,"pro Einheit = 2,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_425.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",BLS-D771600,ref_000425,obs_0000014850|obs_0000012818|obs_0000014026|obs_0000015824|obs_0000026592|obs_0000016615|obs_0000011761|obs_0000009631|obs_0000008867|obs_0000011086|obs_0000013652|obs_0000008340|obs_0000031652|obs_0000005949|obs_0000006849|obs_0000032371|obs_0000007195|obs_0000007588|obs_0000006476,obs_0000014850|obs_0000012818|obs_0000014026|obs_0000015824|obs_0000026592|obs_0000016615|obs_0000011761,ref_000425,obs_0000014850|obs_0000012818|obs_0000014026|obs_0000015824|obs_0000026592|obs_0000016615|obs_0000011761|obs_0000009631|obs_0000008867|obs_0000011086|obs_0000013652|obs_0000008340|obs_0000031652|obs_0000005949|obs_0000006849|obs_0000032371|obs_0000007195|obs_0000007588|obs_0000006476,obs_0000014850|obs_0000012818|obs_0000014026|obs_0000015824|obs_0000026592|obs_0000016615|obs_0000011761
Pralin s,Verpoorten,"€ 3,99",,"pro Einheit = 7,95",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_426.jpg,"cat_knabbern_naschen,tag_ultra_processed",BLS-S610000,ref_000426,obs_0000015896|obs_0000012860|obs_0000034394|obs_0000034397|obs_0000011766|obs_0000014136|obs_0000006914|obs_0000008451|obs_0000009603|obs_0000013829|obs_0000006040|obs_0000032431|obs_0000014132|obs_0000008763|obs_0000019773|obs_0000010054|obs_0000030282|obs_0000013775|obs_0000012389|obs_0000011114|obs_0000032241|obs_0000021894|obs_0000021653|obs_0000032469|obs_0000020834|obs_0000012390|obs_0000008820|obs_0000012220|obs_0000006030|obs_0000006741,obs_0000015896|obs_0000012860|obs_0000034394|obs_0000034397|obs_0000011766,ref_000426,obs_0000015896|obs_0000012860|obs_0000034394|obs_0000034397|obs_0000011766|obs_0000014136|obs_0000006914|obs_0000008451|obs_0000009603|obs_0000013829|obs_0000006040|obs_0000032431|obs_0000014132|obs_0000008763|obs_0000019773|obs_0000010054|obs_0000030282|obs_0000013775|obs_0000012389|obs_0000011114|obs_0000032241|obs_0000021894|obs_0000021653|obs_0000032469|obs_0000020834|obs_0000012390|obs_0000008820|obs_0000012220|obs_0000006030|obs_0000006741,obs_0000015896|obs_0000012860|obs_0000034394|obs_0000034397|obs_0000011766
Meersalzbutter,Pr sident,"€ 2,69",,"pro Einheit = 4,19",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_427.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_butter_margarine,sub_milchprodukte",,ref_000427,,obs_0000002954|obs_0000015274|obs_0000002041,ref_000427,,obs_0000002954|obs_0000015274|obs_0000002041
Marinierter Grillkäse Gartenkräuter,Rougette,"€ 2,49",,"pro Einheit = 3,79",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_428.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",,ref_000428,obs_0000008323|obs_0000014261,,ref_000428,obs_0000008323|obs_0000014261,
Schafkäse Ziegenkäse,Gazi,"€ 4,99",,"pro Einheit = 8,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_429.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",,ref_000429,obs_0000022980|obs_0000016653|obs_0000019088|obs_0000002734|obs_0000017000|obs_0000031660|obs_0000024014|obs_0000034779|obs_0000011888|obs_0000024434,obs_0000022980,ref_000429,obs_0000022980|obs_0000016653|obs_0000019088|obs_0000002734|obs_0000017000|obs_0000031660|obs_0000024014|obs_0000034779|obs_0000011888|obs_0000024434,obs_0000022980
Sahnejoghurt mild Panna Cotta Kirsche,Zott,"€ 0,44",,"1 kg = 3,14",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_430.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",,ref_000430,obs_0000033769|obs_0000003482|obs_0000002460|obs_0000016418|obs_0000034729|obs_0000024624|obs_0000020028|obs_0000020419|obs_0000008274|obs_0000009812|obs_0000025172|obs_0000021238|obs_0000026614|obs_0000018939|obs_0000009343,,ref_000430,obs_0000033769|obs_0000003482|obs_0000002460|obs_0000016418|obs_0000034729|obs_0000024624|obs_0000020028|obs_0000020419|obs_0000008274|obs_0000009812|obs_0000025172|obs_0000021238|obs_0000026614|obs_0000018939|obs_0000009343,
Kapselmaschine,Bosch,"€ 29,99",,"pro Einheit = 119,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_432.jpg,cat_non_food,,ref_000432,obs_0000032492,,ref_000432,obs_0000032492,
Bad-Reiniger Kraft Glanz,W5,"€ 0,85",,"pro Einheit = 0,95",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_433.jpg,cat_drogerie,,ref_000433,obs_0000005294|obs_0000031762|obs_0000013848|obs_0000013362|obs_0000027202|obs_0000015954|obs_0000024166|obs_0000017601|obs_0000028357|obs_0000023750|obs_0000010953|obs_0000012011|obs_0000026432|obs_0000014189|obs_0000027513|obs_0000025004|obs_0000019901|obs_0000003536|obs_0000018411|obs_0000033271,,ref_000433,obs_0000005294|obs_0000031762|obs_0000013848|obs_0000013362|obs_0000027202|obs_0000015954|obs_0000024166|obs_0000017601|obs_0000028357|obs_0000023750|obs_0000010953|obs_0000012011|obs_0000026432|obs_0000014189|obs_0000027513|obs_0000025004|obs_0000019901|obs_0000003536|obs_0000018411|obs_0000033271,
Double Cheeseburger,Double Cheeseburger,"€ 9,99",,"1 kg = 9,51",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_434.jpg,"cat_getraenke,tag_ultra_processed",BLS-Y911160,ref_000434,obs_0000020381|obs_0000017344|obs_0000021963|obs_0000016587|obs_0000021200|obs_0000010286,obs_0000020381|obs_0000017344|obs_0000021963|obs_0000016587|obs_0000021200,ref_000434,obs_0000020381|obs_0000017344|obs_0000021963|obs_0000016587|obs_0000021200|obs_0000010286,obs_0000020381|obs_0000017344|obs_0000021963|obs_0000016587|obs_0000021200
