Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
K-PURLAND,Geschnetzeltes Jäger Art XXL,"€ 4,99",,"1 kg = 6,24","vom Schwein, mariniert, mit Champignons",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_081.jpg,"cat_fleisch_wurst,sub_rind,sub_schwein,tag_high_protein,tag_proteinreich",,,ref_000140,obs_0000009260|obs_0000011841|obs_0000015648|obs_0000011419|obs_0000008205|obs_0000010103|obs_0000012763|obs_0000013967,obs_0000009260|obs_0000011419|obs_0000011841|obs_0000015648
JUIZY WOW,Getränkesirup,"€ 2,99","€ 3,99","1 l = 46,00","versch. Sorten, ergibt ca. 8 Liter",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_246.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000141,obs_0000011972|obs_0000014630|obs_0000012417|obs_0000010539|obs_0000027792|obs_0000013656|obs_0000008080|obs_0000005269|obs_0000033840,obs_0000012417|obs_0000011972|obs_0000014630|obs_0000010539|obs_0000027792|obs_0000013656
MILRAM,Gewürzquark,"€ 0,99",,"1 kg = 5,36","versch. Sorten, 40 % Fett i. Tr. oder leicht, 2,4 % Fett absolut",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_132.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte",,NUTR-0010,ref_000142,obs_0000008211|obs_0000004906|obs_0000004052|obs_0000003290|obs_0000002416|obs_0000004479,obs_0000008211|obs_0000004906|obs_0000004052|obs_0000003290|obs_0000002416|obs_0000004479
CUISINE,Glas-Auflaufform oval,"€ 4,99","€ 9,99","pro Einheit = 4,99",Aus Borosilikatglas Temperaturbeständig von -40 bis +300 °C Mikrowellen- und spülmaschinengeeignet Größe ca. B 35 x H 6 x T 24 cm,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_389.jpg,cat_non_food,,,ref_000143,obs_0000016018|obs_0000012983,
CUISINE,Glas-Auflaufform rechteckig,"€ 4,99","€ 9,99","pro Einheit = 4,99","Aus Borosilikatglas Temperaturbeständig von -40 bis +300 °C Mikrowellen- und spülmaschinengeeignet Größe ca. B 35 x H 5,5 x T 22 cm",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_365.jpg,"cat_non_food,diet_vegetarian",,,ref_000144,obs_0000016018|obs_0000012983,
SODASTREAM,Glaskaraffen,"€ 14,99","€ 32,99","pro Einheit = 14,99","Für Wassersprudler »Crystal« Fassungsvermögen ca. 0,8 l Fülllinie bei 0,6 l Spülmaschinenfest",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_406.jpg,"cat_non_food,tag_ultra_processed",,,ref_000145,obs_0000011698|obs_0000013661,obs_0000011698|obs_0000013661
SCHWARZKOPF,Gliss Shampoo oder Spülung,"€ 2,49",,"1 l = 9,96 - 12,45",versch. Sorten,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_290.jpg,cat_drogerie,,,ref_000146,obs_0000012018|obs_0000006589|obs_0000015963|obs_0000011609|obs_0000012017|obs_0000012465|obs_0000012896|obs_0000013405|obs_0000015518|obs_0000016129|obs_0000028334|obs_0000014221|obs_0000010773|obs_0000012696|obs_0000013613|obs_0000005485|obs_0000005852|obs_0000015098|obs_0000007501|obs_0000006246|obs_0000032840|obs_0000032877|obs_0000033059|obs_0000033092|obs_0000033133|obs_0000033168|obs_0000000446|obs_0000033215|obs_0000033227|obs_0000033237|obs_0000033244|obs_0000033372|obs_0000033398|obs_0000033460|obs_0000033529|obs_0000033623|obs_0000033649|obs_0000009325|obs_0000034052|obs_0000009494|obs_0000034239|obs_0000009796|obs_0000009955|obs_0000034662|obs_0000001916|obs_0000010154|obs_0000034854|obs_0000035066|obs_0000002339|obs_0000019053,obs_0000012018|obs_0000005852|obs_0000006589|obs_0000015963
NESCAF,Gold,"€ 5,99","€ 11,99","1 kg = 29,95 - 31,53","löslicher Bohnenkaffee, versch. Sorten",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_220.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,BLS-G230100,ref_000147,obs_0000034007|obs_0000023259|obs_0000012629|obs_0000012669|obs_0000010721|obs_0000031776|obs_0000011104|obs_0000013227|obs_0000015276|obs_0000031712|obs_0000026672|obs_0000018645|obs_0000025395|obs_0000010065|obs_0000009614|obs_0000009158|obs_0000029715|obs_0000020510|obs_0000016424|obs_0000008235|obs_0000013358|obs_0000019528|obs_0000005742|obs_0000025215|obs_0000001674|obs_0000027793|obs_0000017043|obs_0000029362|obs_0000014007|obs_0000021224|obs_0000025350|obs_0000010019|obs_0000022839|obs_0000027964|obs_0000021329|obs_0000009562|obs_0000026466|obs_0000014705|obs_0000008059|obs_0000032649|obs_0000028046|obs_0000026005|obs_0000008606|obs_0000027055|obs_0000020405|obs_0000008631|obs_0000030693|obs_0000006641|obs_0000008230|obs_0000001035,obs_0000029715|obs_0000031776|obs_0000034007|obs_0000023259|obs_0000012629|obs_0000011104|obs_0000012669|obs_0000013227|obs_0000015276|obs_0000031712|obs_0000010721|obs_0000030693
CAPTAIN MORGAN SMIRNOFF,GORDON S oder JOHNNIE WALKER Alkoholisches Mixgetränk,"€ 1,99",,"1 l = 7,96","versch. Sorten, z. T. koffeinhaltig, 10 Vol. % (+ 0.25 Pfand)",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_252.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000148,obs_0000012425|obs_0000013228|obs_0000015063|obs_0000012426|obs_0000015062|obs_0000013501|obs_0000026012,obs_0000012425|obs_0000013228|obs_0000015063
K-CLASSIC,Gouda jung,"€ 3,33","€ 3,79","1 kg = 7,40","am Stück, 48 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 06.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-06,2026-04-08,../images/kaufland/kaufland_offer_575.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed",,NUTR-0007,ref_000149,obs_0000012327|obs_0000010903|obs_0000015259|obs_0000022530|obs_0000020553|obs_0000016539|obs_0000022909|obs_0000021372|obs_0000025639|obs_0000025747|obs_0000023805|obs_0000028238|obs_0000024231|obs_0000028336|obs_0000028452|obs_0000018601|obs_0000019353|obs_0000032357|obs_0000028324|obs_0000034978|obs_0000028379,obs_0000022530|obs_0000012327|obs_0000020553|obs_0000016539|obs_0000022909|obs_0000010903|obs_0000021372|obs_0000015259|obs_0000025639|obs_0000025747|obs_0000023805|obs_0000028238|obs_0000024231|obs_0000028336|obs_0000028452
LANDANA,Gouda mild,"€ 0,99",,"pro Einheit = 0,99","holl. Schnittkäse, 48 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_146.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",,,ref_000150,obs_0000012810|obs_0000015394|obs_0000008508|obs_0000010638|obs_0000005533|obs_0000034978|obs_0000028379,obs_0000012810|obs_0000015394|obs_0000008508|obs_0000010638|obs_0000005533
MÖVENPICK,Gourmet-Frühstück,"€ 1,99","€ 3,19","1 kg = 7,96","Fruchtaufstrich, versch. Sorten",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_207.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,,ref_000151,obs_0000014391|obs_0000009246|obs_0000031313|obs_0000009719|obs_0000005193|obs_0000030000|obs_0000013668,obs_0000014391|obs_0000005193
CELLINI,Grappa Oro oder Cru,"€ 9,99","€ 12,99","1 l = 14,28","aus dem Veneto, 3-fach destilliert, weich und rund im Geschmack, 38 Vol. %",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_254.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000152,obs_0000011577,obs_0000011577
Keine Marke,Griech ital Spargel,"€ 2,99","€ 4,99","1 kg = 5,98","weiß/violett, Kl. I",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_078.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",,,ref_000153,obs_0000013671,
K-PURLAND,Grillfackeln,"€ 3,59","€ 4,43","1 kg = 8,98","vom Schweinebauch, mariniert",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_083.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_rind,sub_schwein,tag_high_protein,tag_whole_food",,,ref_000154,,
K-PURLAND,Grobe Bratwurst,"€ 1,99",,"1 kg = 4,98",vom Schwein,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_080.jpg,"cat_fleisch_wurst,sub_rind,sub_wurst",,BLS-W114000,ref_000155,obs_0000008620|obs_0000015339|obs_0000009254|obs_0000013672|obs_0000034927|obs_0000031237|obs_0000031320|obs_0000000643|obs_0000002715|obs_0000021161|obs_0000002948|obs_0000029908|obs_0000021756|obs_0000034127|obs_0000034326|obs_0000034548|obs_0000030575|obs_0000020342|obs_0000014245|obs_0000016533|obs_0000010602|obs_0000024944|obs_0000023367|obs_0000033720|obs_0000019662|obs_0000015773|obs_0000019942|obs_0000022569|obs_0000030970|obs_0000006539|obs_0000006701|obs_0000007634|obs_0000026247,obs_0000034927|obs_0000008620|obs_0000031237|obs_0000031320|obs_0000000643|obs_0000002715|obs_0000021161|obs_0000002948|obs_0000015339|obs_0000009254|obs_0000029908|obs_0000021756|obs_0000034127|obs_0000013672|obs_0000034326|obs_0000034548|obs_0000030575|obs_0000020342|obs_0000014245
ELO,Großraumtopf,"€ 34,99","€ 89,90","pro Einheit = 34,99",Aus Edelstahl Mit Volumenskala Energiesparender Kapselboden Stoßfester Glasdeckel mit Edelstahlrand Für alle Herdarten geeignet (inkl. Induktion) Backofengeeignet (mit Deckel bis 180 °C) Spülmaschinengeeignet Größe ca. Ø 32 x 25 cm (ca. 20 l),Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_381.jpg,"cat_non_food,diet_vegetarian",,,ref_000156,,
Keine Marke,Grüne Oliven,"€ 0,99","€ 1,19","pro Einheit = 0,99",mit Mandeln,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_185.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",,,ref_000157,obs_0000012839|obs_0000005200|obs_0000008283|obs_0000025210|obs_0000011917|obs_0000025238|obs_0000010941|obs_0000014034|obs_0000013234|obs_0000008194|obs_0000028687|obs_0000026683|obs_0000022160|obs_0000034552|obs_0000021256|obs_0000025865|obs_0000018215|obs_0000022380|obs_0000009082|obs_0000028567|obs_0000020437|obs_0000008681|obs_0000000624|obs_0000023169,obs_0000012839|obs_0000005200|obs_0000008283|obs_0000025210|obs_0000011917|obs_0000025238|obs_0000010941|obs_0000014034|obs_0000013234
ROBERTO GEISSINI,Gästetuch,"€ 2,99",,"pro Einheit = 2,99",Aus Baumwolle Jacquard-gewebt mit Doubleface-Effekt Flauschige Qualität (500 g/m²) Besonders saugfähig und schnelltrocknend Mit Aufhänger Größe ca. 30 x 50 cm,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_485.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000158,obs_0000010466,
K-CLASSIC,H-Vollmilch 3 5 Fett,"€ 0,79","€ 0,95","pro Einheit = 0,79","3,5 % Fett",Nein,Dieses Angebot findest du vom 06.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-06,2026-04-08,../images/kaufland/kaufland_offer_566.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_milchprodukte,tag_ultra_processed,tag_whole_food",,,ref_000159,obs_0000013236|obs_0000001050|obs_0000031903|obs_0000015788,obs_0000013236
ELNETT,Haarspray,"€ 3,99","€ 4,45","1 l = 13,30",versch. Sorten,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_293.jpg,cat_drogerie,,,ref_000160,obs_0000033159|obs_0000016136|obs_0000033415|obs_0000032915|obs_0000032987|obs_0000011611|obs_0000033144|obs_0000015099|obs_0000008210|obs_0000033569|obs_0000029397|obs_0000032989|obs_0000033247|obs_0000032763|obs_0000010550|obs_0000013238|obs_0000009689|obs_0000033379|obs_0000013677|obs_0000009209|obs_0000005298|obs_0000033610|obs_0000005860|obs_0000006590|obs_0000005669|obs_0000006765,obs_0000033159|obs_0000016136|obs_0000033415|obs_0000032915|obs_0000029397|obs_0000032987|obs_0000011611|obs_0000033144|obs_0000015099
BLEND-A-DENT,Haftcreme Extra Stark,"€ 3,49","€ 4,95","1 kg = 74,26","Original oder Neutral, für Voll- und Teilprothesen",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_295.jpg,cat_drogerie,,,ref_000161,obs_0000015522|obs_0000012025|obs_0000035094|obs_0000002069|obs_0000014367|obs_0000033320|obs_0000015501|obs_0000012446|obs_0000015088|obs_0000013624|obs_0000019269|obs_0000011593|obs_0000013180|obs_0000012176,obs_0000015522|obs_0000012025
PARKSIDE,Handschleifer,"€ 2,49",,"pro Einheit = 2,49",Für Schleifpapierblätter mit 230 x 70 mm Gezackte Klemme für sichere Befestigung Mit Schnellspannsystem zum Halten Ergonomischer Griff mit Softgrip,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_338.jpg,cat_non_food,,,ref_000162,,obs_0000022739|obs_0000022202|obs_0000018157
ROBERTO GEISSINI,Handtuch,"€ 6,99",,"pro Einheit = 6,99",Aus Baumwolle Jacquard-gewebt mit Doubleface-Effekt Flauschige Qualität (500 g/m²) Besonders saugfähig und schnelltrocknend Mit Aufhänger Größe ca. 50 x 100 cm,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_483.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000163,obs_0000023137|obs_0000030070,obs_0000023137
TOFFIFEE,Haselnuss in Caramel,"€ 0,99","€ 1,49","1 kg = 7,92",Original oder White Chocolate,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_233.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000164,obs_0000011808|obs_0000015455|obs_0000010170|obs_0000027555|obs_0000001091|obs_0000022597|obs_0000001243,obs_0000011808|obs_0000015455
K-CLASSIC,Haselnusskerne,"€ 1,29","€ 1,49","1 kg = 12,90",gehobelt,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_215.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,BLS-D660700,ref_000165,obs_0000014581|obs_0000013684|obs_0000010186|obs_0000002381|obs_0000006486|obs_0000006487|obs_0000027096|obs_0000031293|obs_0000003348|obs_0000026181|obs_0000001885|obs_0000026480|obs_0000007009|obs_0000007012|obs_0000007382,obs_0000014358|obs_0000014581|obs_0000002381|obs_0000006486|obs_0000006487|obs_0000027096|obs_0000031293|obs_0000003348|obs_0000013684|obs_0000026181|obs_0000001885|obs_0000026480|obs_0000010176|obs_0000010186
K-CLASSIC,Haselnusskerne gehackt geröstet,"€ 2,79","€ 3,49","1 kg = 13,95",gehackt & geröstet,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_212.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,BLS-S466000,ref_000166,obs_0000014581|obs_0000013684|obs_0000010186|obs_0000002381|obs_0000006486|obs_0000006487|obs_0000027096|obs_0000031293|obs_0000003348|obs_0000026181|obs_0000001885|obs_0000026480,
OBERBRÄU,Hell,"€ 14,99","€ 20,99","1 l = 1,50",(+ 3.10 Pfand),Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_270.jpg,cat_getraenke,,,ref_000167,obs_0000034841|obs_0000009785|obs_0000031386|obs_0000034475|obs_0000034487|obs_0000009915|obs_0000027350|obs_0000011994|obs_0000006377|obs_0000035038|obs_0000010541|obs_0000014654|obs_0000028550|obs_0000008658|obs_0000028667|obs_0000013313|obs_0000028174|obs_0000033822|obs_0000030242|obs_0000008776|obs_0000028250|obs_0000015504|obs_0000027850|obs_0000026315|obs_0000034031|obs_0000035040|obs_0000035046|obs_0000035050|obs_0000028445|obs_0000029985|obs_0000034636|obs_0000012642|obs_0000031075|obs_0000010094|obs_0000006027|obs_0000028049|obs_0000027553|obs_0000003504|obs_0000034226|obs_0000027578|obs_0000029639|obs_0000029640|obs_0000032722|obs_0000032723|obs_0000005646|obs_0000034320|obs_0000001071|obs_0000027711|obs_0000034431|obs_0000033929,obs_0000034841|obs_0000009785|obs_0000031386|obs_0000034475|obs_0000034487|obs_0000009915|obs_0000027350|obs_0000011994|obs_0000006377|obs_0000035038|obs_0000010541|obs_0000014654|obs_0000028550|obs_0000008658|obs_0000028667
SPICE SOUL,Herdabdeckplatten,"€ 6,99",,"pro Einheit = 6,99",Aus gehärtetem Glas Kratz- und schnittfest Geruchsneutrale und fleckenresistente Oberfläche Anti-Rutsch-Füße für sicheren Stand Größe je ca. 30 x 52 cm,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_392.jpg,"cat_non_food,diet_vegetarian",,,ref_000168,,
NADLER,Heringsfilets,"€ 2,49","€ 3,79","1 kg = 6,56",Hering in Sahne- oder Dill-Sahne-Sauce,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_172.jpg,cat_grundnahrung,,,ref_000169,obs_0000008976|obs_0000011350|obs_0000015371|obs_0000002730|obs_0000027864|obs_0000034021|obs_0000034417|obs_0000019086|obs_0000001196|obs_0000023376|obs_0000001645|obs_0000034144|obs_0000005761|obs_0000006146|obs_0000013969|obs_0000012835|obs_0000029110|obs_0000011345|obs_0000008151|obs_0000007389|obs_0000014064|obs_0000007036|obs_0000028030|obs_0000012193|obs_0000032556|obs_0000008374|obs_0000030810|obs_0000032302|obs_0000035090|obs_0000006134,obs_0000005761|obs_0000006146|obs_0000015371|obs_0000008976|obs_0000002730|obs_0000029110|obs_0000011350|obs_0000027864|obs_0000007389|obs_0000034021|obs_0000034417|obs_0000007036
PARKSIDE,Herren-Arbeitsbermudas Stretch,"€ 9,99",,"pro Einheit = 9,99","Aus recyceltem, GRS-zertifiziertem Polyester und Elastan (LYCRA®) Wasserabweisendes Obermaterial Reflektierende Deko-Elemente Teilelastischer Bund Taschen für Werkzeug, Handy, Zollstock etc. Größen 48 - 58",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_449.jpg,cat_non_food,,,ref_000170,,
PARKSIDE,Herren-Arbeitssocken,"€ 4,49",,"pro Einheit = 4,49","Aus Polyester, Baumwolle und Elastan (LYCRA®) Größen 39/42 - 43/46",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_446.jpg,cat_non_food,,,ref_000171,obs_0000012580|obs_0000015208|obs_0000009278|obs_0000009742|obs_0000025399|obs_0000024084|obs_0000023929|obs_0000024347|obs_0000024504|obs_0000015183|obs_0000001381|obs_0000026252,obs_0000012580|obs_0000025198|obs_0000015208|obs_0000009400|obs_0000009862
REPLAY,Herren-Boxershorts,"€ 9,99","€ 21,99","pro Einheit = 9,99",Aus Baumwolle und Elastan Versch. Farben Größen M - XXL,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_417.jpg,cat_non_food,,,ref_000172,obs_0000012566|obs_0000015180|obs_0000016053|obs_0000030036|obs_0000013691|obs_0000008204|obs_0000018583|obs_0000023495|obs_0000017641|obs_0000022045,obs_0000012566|obs_0000015180|obs_0000016053
PARKSIDE,Herren-Jacke,"€ 14,99",,"pro Einheit = 14,99",Aus Polyester und Elastan (LYCRA®) Wasserabweisend Mit Fleece gefüttert Durchgehender Reißverschluss mit Kinnschutz Brusttasche mit Reißverschluss Größen 52/54 - 60/62 (L - XXL),Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_471.jpg,cat_non_food,,,ref_000173,obs_0000016864|obs_0000019854|obs_0000018628|obs_0000014795|obs_0000002670|obs_0000019640|obs_0000003265|obs_0000022157|obs_0000018083|obs_0000022242,obs_0000016864|obs_0000019854
PARKSIDE,Herren-Jeans im Handwerkerstil,"€ 12,99",,"pro Einheit = 12,99","Aus Baumwolle, Polyester und Elastan (LYCRA®) Strapazierfähiges Denim-Material Gerade geschnitten mit normaler Leibhöhe Mit Teilgummizugbund Taschen für Werkzeug, Handy etc. Größen 48 - 56",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_462.jpg,cat_non_food,,,ref_000174,obs_0000016874|obs_0000017561|obs_0000013695|obs_0000013980|obs_0000023097|obs_0000001142|obs_0000001625,
