Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Thomy Delikatess Senf,Keine Marke,"€ 0,99",,"1 l = 4,95","mittelscharf, je 200-ml-Tube",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_294.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000049,obs_0000030294|obs_0000032488|obs_0000009072|obs_0000015847|obs_0000034414|obs_0000014015|obs_0000031812,obs_0000030294|obs_0000032488|obs_0000009072|obs_0000015847
Bihophar Wabenquell,Keine Marke,"€ 3,99",,"1 kg = 7,98","Gebirgs-Blüten-Honig, je 500-g-Glas",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_257.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000050,obs_0000029720,obs_0000029720
Haselnusscreme,Milka,"€ 2,49",,"1 kg = 7,11",je 350-g-Glas,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_254.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",bamberg,,BLS-Y9A2020,ref_000051,obs_0000012369|obs_0000024198|obs_0000023782|obs_0000025836|obs_0000026373|obs_0000013243|obs_0000005186|obs_0000007966,obs_0000005186|obs_0000012369|obs_0000024198|obs_0000023782|obs_0000025836|obs_0000026373|obs_0000007966|obs_0000013243
Rahm-Spinat,Iglo,"€ 1,99",,"1 kg = 2,65","tiefgefroren, je 750-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_227.jpg,"cat_tiefkuehl,diet_vegetarian,sub_hackfleisch,sub_sahne_creme,sub_tk_fertiggerichte,sub_tk_gemuese,tag_high_protein",bamberg,,,ref_000052,obs_0000014341|obs_0000031858|obs_0000010920|obs_0000010490|obs_0000016840|obs_0000023004|obs_0000014848|obs_0000025711|obs_0000020605|obs_0000026393|obs_0000021424|obs_0000030504|obs_0000032098|obs_0000029163|obs_0000033881|obs_0000031908|obs_0000022077|obs_0000018515|obs_0000022918,obs_0000014341|obs_0000004704|obs_0000031858|obs_0000010920|obs_0000004277|obs_0000000707|obs_0000000229|obs_0000010490|obs_0000003850|obs_0000030504|obs_0000032098|obs_0000016840|obs_0000023004|obs_0000029163|obs_0000014848
15 Fischstäbchen,Iglo,"€ 2,79",,"1 kg = 6,20","tiefgefroren, je 450-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_226.jpg,"cat_tiefkuehl,sub_tk_fertiggerichte,tag_ultra_processed",bamberg,,,ref_000053,obs_0000017420|obs_0000012340|obs_0000025168|obs_0000021599|obs_0000026262|obs_0000009919|obs_0000034006|obs_0000009455|obs_0000019723|obs_0000010512|obs_0000020780|obs_0000027473|obs_0000019848|obs_0000022963|obs_0000029781|obs_0000032630|obs_0000012822|obs_0000033884|obs_0000028371|obs_0000023263|obs_0000022895|obs_0000008173,obs_0000017420|obs_0000012340|obs_0000025168|obs_0000029781|obs_0000021599|obs_0000026262|obs_0000009919|obs_0000034006|obs_0000009455|obs_0000019723|obs_0000010512|obs_0000020780|obs_0000027473|obs_0000032630|obs_0000019848|obs_0000022963
Haselnuss Vanilla Schokolade,Langnese Cremissimo,"€ 1,49",,"pro Einheit = 1,49",je 1000-ml-Becher,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_225.jpg,"cat_tiefkuehl,diet_vegetarian,sub_fleischersatz,sub_tk_eis,sub_tk_fertiggerichte,tag_high_protein,tag_ultra_processed",bamberg,,,ref_000054,obs_0000030327|obs_0000032266|obs_0000032641|obs_0000029167|obs_0000011783|obs_0000015893|obs_0000027700|obs_0000013879|obs_0000022597|obs_0000028232|obs_0000013394|obs_0000028244|obs_0000028249|obs_0000000091|obs_0000015454|obs_0000004705|obs_0000034408|obs_0000031849|obs_0000034411|obs_0000017539|obs_0000025221|obs_0000000138|obs_0000025739|obs_0000008861|obs_0000015026|obs_0000004278|obs_0000017595|obs_0000021699|obs_0000017605|obs_0000001243|obs_0000034013|obs_0000000230|obs_0000018155|obs_0000003326|obs_0000004873|obs_0000018698|obs_0000003851|obs_0000014104|obs_0000010522|obs_0000002336|obs_0000033056|obs_0000031011|obs_0000021291|obs_0000016691|obs_0000004446|obs_0000011112|obs_0000008595|obs_0000008610|obs_0000004019|obs_0000006579,obs_0000030327|obs_0000032641|obs_0000029167
Die Backfrische Mozzarella,Wagner,"€ 2,22",,"1 kg = 6,34","tiefgefroren, je 350-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_224.jpg,"cat_tiefkuehl,sub_kaese,sub_milchprodukte,sub_tk_pizza,tag_ultra_processed",bamberg,,,ref_000055,obs_0000022064|obs_0000028360|obs_0000021249|obs_0000031688|obs_0000020430|obs_0000032096|obs_0000032215|obs_0000009643|obs_0000018430|obs_0000022609|obs_0000033882|obs_0000001647|obs_0000018031|obs_0000023202|obs_0000024234|obs_0000022241|obs_0000023806|obs_0000011043|obs_0000000816|obs_0000024894|obs_0000009077|obs_0000022394|obs_0000027551|obs_0000018366|obs_0000016326|obs_0000022485|obs_0000027613,obs_0000022064|obs_0000028360|obs_0000021249|obs_0000032096|obs_0000031688|obs_0000020430|obs_0000032215
Saft Blue Break,Innocent,"€ 2,69",,"1 l = 3,59","je 750-ml-Fl., zzgl. 0,25 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_223.jpg,cat_getraenke,bamberg,,,ref_000056,obs_0000032384|obs_0000030171|obs_0000027142|obs_0000025618|obs_0000027674|obs_0000026144|obs_0000021042|obs_0000016953|obs_0000033872|obs_0000034438|obs_0000032918|obs_0000026785|obs_0000019142|obs_0000017106|obs_0000020223|obs_0000034047|obs_0000026383|obs_0000028431|obs_0000027982|obs_0000024985|obs_0000022436|obs_0000010200|obs_0000017915,obs_0000032384|obs_0000030171
Florette Salat Frühlingsgefühl,Keine Marke,"€ 1,79",,"1 kg = 10,23",je 175-g-Btl.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_222.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food",bamberg,,,ref_000057,obs_0000032626|obs_0000025985,
Dressing,REWE Feine Welt,"€ 1,29",,"1 l = 6,45","versch. Sorten, je 200-ml-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_221.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,tag_whole_food",bamberg,,BLS-X359640,ref_000058,obs_0000014983|obs_0000012348|obs_0000030160|obs_0000032625|obs_0000031969,obs_0000014983|obs_0000012348|obs_0000030160|obs_0000032625
Datteln im Speckmantel,REWE Feine Welt,"€ 2,99",,"1 kg = 19,93",je 150-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_220.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000059,obs_0000014904|obs_0000016975|obs_0000002222|obs_0000019192|obs_0000016333|obs_0000018925|obs_0000015016|obs_0000014198,
Schwälbchen Grüne Soße,Keine Marke,"€ 1,99",,"1 kg = 4,98",je 400-g-Becher,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_219.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000060,obs_0000034714|obs_0000014562|obs_0000013031|obs_0000010356,
Florette Salat Fein Pikant,Keine Marke,"€ 1,79",,"1 kg = 12,79",je 140-g-Btl.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_218.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food",bamberg,,,ref_000061,obs_0000032623|obs_0000029156|obs_0000028401|obs_0000025985,obs_0000028401|obs_0000032623|obs_0000029156
Popp Meistersalat,Keine Marke,"€ 1,79",,"1 kg = 8,95","versch. Sorten, je 200-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_217.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000062,obs_0000032621|obs_0000031159|obs_0000031963,obs_0000032621|obs_0000031159|obs_0000031963
Settele Hochzeitssuppe oder Grießknödel,Keine Marke,"€ 2,22",,"1 kg = 8,88",je 250-g-Schale,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_216.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000063,obs_0000028862,
Popp Kartoffel- oder Coleslaw-Salat,Keine Marke,"€ 1,89",,"1 kg = 4,73",je 400-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_215.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,sub_salate,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000064,obs_0000032483|obs_0000030515|obs_0000029155|obs_0000025985,obs_0000032483|obs_0000030515|obs_0000029155
Brotaufstrich oder Hummus,Noa,"€ 1,79",,"1 kg = 10,23","versch. Sorten, je 175-g-Becher",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_214.jpg,"cat_sonstiges,diet_vegan,diet_vegetarian,sub_huelsenfruechte",bamberg,,,ref_000065,obs_0000029842|obs_0000005571|obs_0000008458|obs_0000034334|obs_0000034763|obs_0000018403|obs_0000010497|obs_0000010510|obs_0000012207|obs_0000013042|obs_0000013124|obs_0000013249|obs_0000031182|obs_0000014956|obs_0000031633|obs_0000015391|obs_0000023659|obs_0000031930,obs_0000029842
Burgis Sonntagsknödel,Keine Marke,"€ 1,79",,"1 kg = 3,58",je 500-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_213.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000066,obs_0000030155|obs_0000032619|obs_0000008872,obs_0000008872|obs_0000030155|obs_0000032619
Gnocchi,Bürger,"€ 1,79",,"1 kg = 3,58","versch. Sorten, je 500-g-Btl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_212.jpg,"cat_grundnahrung,diet_vegetarian,sub_kartoffeln",bamberg,,BLS-K270000,ref_000067,obs_0000004877|obs_0000027805|obs_0000012829|obs_0000004023|obs_0000034976|obs_0000010940|obs_0000034386|obs_0000000344|obs_0000013663|obs_0000004450|obs_0000014820|obs_0000008809|obs_0000011501|obs_0000003072|obs_0000019904|obs_0000016236|obs_0000022873|obs_0000030866|obs_0000021401|obs_0000026656|obs_0000030154|obs_0000001741|obs_0000025689|obs_0000014052|obs_0000020582|obs_0000019048|obs_0000024554|obs_0000019691|obs_0000032616|obs_0000000628|obs_0000034804|obs_0000032378|obs_0000003847|obs_0000001961|obs_0000004274|obs_0000026841|obs_0000004701|obs_0000000227|obs_0000003571|obs_0000028311|obs_0000011939|obs_0000028253|obs_0000014972|obs_0000032624,obs_0000004877|obs_0000030866|obs_0000027805|obs_0000012829|obs_0000004023|obs_0000034976|obs_0000010940|obs_0000030154|obs_0000034386|obs_0000000344|obs_0000013663|obs_0000004450|obs_0000014820|obs_0000008809|obs_0000011501|obs_0000032378|obs_0000003072
Direktsaft,Innocent,"€ 2,69",,"1 l = 2,99","Orange, je 900-ml-Fl., zzgl. 0,25 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_211.jpg,"cat_getraenke,diet_vegan,tag_whole_food",bamberg,,,ref_000068,obs_0000018760|obs_0000016210|obs_0000031250|obs_0000013459|obs_0000033834|obs_0000030153|obs_0000028124|obs_0000016111|obs_0000032379|obs_0000034433|obs_0000001687|obs_0000033688|obs_0000021146|obs_0000034852|obs_0000007471|obs_0000028600|obs_0000028490|obs_0000018765|obs_0000000866|obs_0000020327|obs_0000013831|obs_0000010908,obs_0000018760|obs_0000030153|obs_0000032379
Henglein Nürnberger Kloßteig oder Klöße halb halb,Keine Marke,"€ 1,99",,"1 kg = 2,65",je 750-g-Btl.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_210.jpg,"cat_grundnahrung,diet_vegetarian,sub_kartoffeln",bamberg,,,ref_000069,obs_0000032467|obs_0000007385|obs_0000009764|obs_0000014518,obs_0000032467
Käse Trüffel Girasoli,REWE Feine Welt,"€ 2,29",,"1 kg = 9,16",je 250-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_209.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_whole_food",bamberg,,,ref_000070,obs_0000003198|obs_0000008883|obs_0000006457|obs_0000002395|obs_0000010631|obs_0000033274,
Zimmermann 5 Münchner Weißwürste,Keine Marke,"€ 2,69",,"1 kg = 8,97",je 5 x 60-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_208.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian",bamberg,,,ref_000071,obs_0000014466|obs_0000009876|obs_0000011851|obs_0000015357|obs_0000028378|obs_0000011005|obs_0000004893|obs_0000003230|obs_0000004039|obs_0000003681|obs_0000000354|obs_0000004466,obs_0000014466|obs_0000011851|obs_0000015357|obs_0000011005
Meisterschinken,Keine Marke,"€ 1,59",,"pro Einheit = 1,59","gegart, je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_207.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,BLS-W271000,ref_000072,obs_0000029195|obs_0000030486|obs_0000028672,obs_0000029195|obs_0000030486|obs_0000028672
Coppenrath Wiese Bunte Sahne Platte Auslese,Keine Marke,"€ 7,99",,"1 kg = 9,99","tiefgefroren, je 800-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_228.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",bamberg,,,ref_000073,obs_0000032388|obs_0000018576|obs_0000027781|obs_0000035115|obs_0000034106,obs_0000032388|obs_0000018576
Chicken Nuggets,Iglo,"€ 2,99",,"1 kg = 11,96","versch. Sorten, tiefgefroren, je 250-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_229.jpg,"cat_tiefkuehl,diet_lactose_free,sub_gefluegel,sub_tk_fertiggerichte,sub_tk_gemuese,tag_high_protein,tag_ultra_processed",bamberg,,,ref_000074,obs_0000022059|obs_0000011493|obs_0000021236|obs_0000034184|obs_0000020417|obs_0000025151|obs_0000021057|obs_0000027865|obs_0000013038|obs_0000020238|obs_0000026980|obs_0000021927|obs_0000029176|obs_0000000509|obs_0000008364|obs_0000009626|obs_0000016942|obs_0000014916|obs_0000014459|obs_0000009912|obs_0000002753|obs_0000009447|obs_0000019764|obs_0000032589|obs_0000013137|obs_0000028498|obs_0000026469|obs_0000015749|obs_0000007602|obs_0000028611|obs_0000017874|obs_0000003555|obs_0000029165|obs_0000034807|obs_0000023578|obs_0000023581|obs_0000018122|obs_0000012280|obs_0000022399|obs_0000018297|obs_0000022443|obs_0000018617|obs_0000017782,obs_0000022059|obs_0000025151|obs_0000021057|obs_0000027865|obs_0000011493|obs_0000013038|obs_0000021236|obs_0000020238|obs_0000026980|obs_0000034184|obs_0000021927|obs_0000007602|obs_0000020417|obs_0000029165|obs_0000029176|obs_0000000509
Langnese Viennetta,Keine Marke,"€ 1,49",,"1 l = 2,29","Vanille, je 650-ml-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_230.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_eis,sub_tk_fertiggerichte,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000075,obs_0000032479,obs_0000025807|obs_0000032479
La Mia Grande Salame Piccante,Dr Oetker,"€ 3,39",,"1 kg = 8,92","tiefgefroren, je 380-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_231.jpg,"cat_tiefkuehl,sub_tk_pizza,sub_wurst,tag_ultra_processed",bamberg,,,ref_000076,obs_0000031817|obs_0000030503|obs_0000023726|obs_0000008114,obs_0000031817|obs_0000030503
Nescaf Dolce Gusto Caf au lait,Keine Marke,"€ 3,99",,"1 kg = 24,94",je 160-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_253.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000077,obs_0000032229|obs_0000031650|obs_0000022056|obs_0000020805|obs_0000021624,obs_0000031650|obs_0000032229
Schwartau Konfitüre Extra,Keine Marke,"€ 1,99",,"1 kg = 5,85","Erdbeere, je 340-g-Glas",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_252.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000078,obs_0000032650|obs_0000029360|obs_0000015009|obs_0000026852|obs_0000014194|obs_0000012688|obs_0000010707|obs_0000033806|obs_0000009772|obs_0000028231|obs_0000019590|obs_0000028955|obs_0000034610|obs_0000008019|obs_0000011094|obs_0000008202|obs_0000002069|obs_0000014367|obs_0000026193|obs_0000000136|obs_0000015501|obs_0000012446|obs_0000015088|obs_0000016124|obs_0000013624|obs_0000019269|obs_0000011593|obs_0000007023|obs_0000013180|obs_0000012176|obs_0000013749|obs_0000014805|obs_0000006139,obs_0000015009|obs_0000026852|obs_0000014194|obs_0000032650|obs_0000012688|obs_0000010707
Crema e Gusto oder Espresso Italiano,Lavazza,"€ 4,44",,"1 kg = 17,76","gemahlener Espresso, je 250-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_251.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,sub_kaese,tag_ultra_processed",bamberg,,,ref_000079,obs_0000029999|obs_0000031173|obs_0000008359,obs_0000029999
Vitalis Schoko Müsli,Dr Oetker,"€ 2,49",,"1 kg = 5,53","Klassisch, je 450-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_250.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000080,obs_0000034008|obs_0000012371|obs_0000002264|obs_0000010504|obs_0000018726|obs_0000024890|obs_0000027043|obs_0000017402|obs_0000023641|obs_0000003356|obs_0000021998|obs_0000018058|obs_0000030058|obs_0000013314|obs_0000014570|obs_0000010536|obs_0000020845|obs_0000027228|obs_0000025199|obs_0000021664|obs_0000013793|obs_0000014004,obs_0000030058
Kräutertee Pfefferminze,Teekanne,"€ 1,49",,"1 kg = 33,11",je 45-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_249.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000081,obs_0000004226|obs_0000003225|obs_0000004653|obs_0000009648|obs_0000009166|obs_0000005080|obs_0000028638|obs_0000026464|obs_0000000486|obs_0000028523|obs_0000032648|obs_0000029363|obs_0000029025|obs_0000031995|obs_0000003234|obs_0000026150|obs_0000003001|obs_0000002412|obs_0000001006,obs_0000029363
Dallmayr Crema d Oro,Keine Marke,"€ 12,99",,"pro Einheit = 12,99","versch. Sorten, ganze Bohnen, je 1000-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_248.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000082,obs_0000012377|obs_0000020062|obs_0000024943|obs_0000007567|obs_0000020881|obs_0000003483|obs_0000006638|obs_0000008359,obs_0000012377|obs_0000020062|obs_0000024943|obs_0000020881|obs_0000003483
Cini Minis,Nestl,"€ 2,49",,"1 kg = 6,64",je 375-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_247.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000083,obs_0000034613|obs_0000025627|obs_0000025800|obs_0000009964|obs_0000009503|obs_0000024884|obs_0000016191|obs_0000022527|obs_0000032227|obs_0000019480|obs_0000015901|obs_0000019541|obs_0000012394|obs_0000011085|obs_0000022992|obs_0000013779|obs_0000013309,obs_0000034613|obs_0000032227
Lungo Kaffeekapseln Intenso,Jacobs,"€ 4,44",,"1 kg = 42,69",je 104-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_246.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000084,obs_0000031175|obs_0000029364|obs_0000030691|obs_0000032507|obs_0000000151|obs_0000031341|obs_0000004360|obs_0000009891|obs_0000003109|obs_0000015659|obs_0000004787|obs_0000008119|obs_0000013263|obs_0000009427|obs_0000001754|obs_0000001755|obs_0000003933|obs_0000011105|obs_0000001778|obs_0000001779,obs_0000029364|obs_0000031175|obs_0000030691|obs_0000032507
Dallmayr Prodomo,Keine Marke,"€ 5,99",,"1 kg = 11,98","gemahlener Bohnenkaffee, versch. Sorten, je 500-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_245.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000085,obs_0000032404|obs_0000006812|obs_0000007968|obs_0000000917|obs_0000013354|obs_0000023737|obs_0000015684|obs_0000024151|obs_0000023652,obs_0000032404|obs_0000000917|obs_0000013354|obs_0000023737|obs_0000015684|obs_0000024151|obs_0000023652
Caff Crema oder Espresso,Lavazza,"€ 13,99",,"pro Einheit = 13,99","versch. Sorten, ganze Bohnen, je 1000-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_244.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,tag_ultra_processed",bamberg,,,ref_000086,obs_0000031173|obs_0000030087|obs_0000005738|obs_0000006992|obs_0000007175|obs_0000007355|obs_0000032645|obs_0000016732|obs_0000017267|obs_0000035113|obs_0000010962|obs_0000029037|obs_0000014857|obs_0000026207|obs_0000010292|obs_0000034907|obs_0000027651|obs_0000015884|obs_0000006642|obs_0000008359,obs_0000030087|obs_0000005738|obs_0000031173|obs_0000006992|obs_0000007355|obs_0000032645
