Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
K-CARINURA NATURALS,Feine Mahlzeit Hundefutter,"€ 2,59",,1 kg = 3.24,"Hundefutter, versch. Sorten",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_392.jpg,"cat_drogerie,diet_gluten_free,diet_vegan,diet_vegetarian,sub_milchprodukte",,ref_000132,obs_0000011480,
K-CARINURA NATURALS,Feine Mahlzeit Katzenfutter,"€ 1,85",,1 kg = 4.63,"Katzenfutter, versch. Sorten",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_398.jpg,"cat_drogerie,diet_gluten_free,diet_vegetarian",,ref_000133,obs_0000004647|obs_0000030777|obs_0000004220|obs_0000003793|obs_0000014057|obs_0000000334|obs_0000003534,
SÜDZUCKER,Feiner Rübenzucker,"€ 0,79",1.19,1 kg = 0.72,aus Süddeutschland,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_220.jpg,"cat_grundnahrung,tag_ultra_processed",,ref_000134,obs_0000009539|obs_0000013097|obs_0000002031|obs_0000025310|obs_0000026156,obs_0000024386|obs_0000009539|obs_0000013097|obs_0000002031|obs_0000025310
VRONI S NUDELKÜCHE,Feinste fränk Eiernudeln,"€ 1,99",2.69,1 kg = 3.98,"versch. Ausformungen, mit frischen fränk. Eiern hergestellt",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_212.jpg,"cat_grundnahrung,diet_vegetarian",,ref_000135,obs_0000011382|obs_0000031161,obs_0000011382
FROSTA,Fertiggericht,"€ 2,79",,1 kg = 5.58 - 6.20,versch. Sorten,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_173.jpg,"cat_tiefkuehl,sub_tk_fertiggerichte,tag_ultra_processed",,ref_000136,obs_0000012116|obs_0000013803|obs_0000010365|obs_0000011660|obs_0000022288|obs_0000022187|obs_0000012596|obs_0000010806|obs_0000022713|obs_0000010346|obs_0000016657|obs_0000009249|obs_0000017854|obs_0000008777|obs_0000021510|obs_0000021536|obs_0000017833|obs_0000005179|obs_0000013622|obs_0000025272|obs_0000006101|obs_0000005733|obs_0000005354|obs_0000005371|obs_0000006655|obs_0000005000|obs_0000006277|obs_0000027937|obs_0000031877|obs_0000024909|obs_0000031468,obs_0000011660|obs_0000007564|obs_0000022288|obs_0000016657|obs_0000008095|obs_0000009249|obs_0000022187|obs_0000012596|obs_0000010806|obs_0000014902|obs_0000015928|obs_0000022713|obs_0000005179|obs_0000017854|obs_0000024895|obs_0000008777|obs_0000012116|obs_0000010346|obs_0000013803|obs_0000005371|obs_0000010365
HAKLE,Feuchtes Toilettenpapier,"€ 1,00",1.55,pro Stück = 0.03,versch. Sorten,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_365.jpg,cat_drogerie,,ref_000137,obs_0000014474|obs_0000001574|obs_0000007743|obs_0000024712|obs_0000030920|obs_0000012593|obs_0000026954|obs_0000030686|obs_0000031319|obs_0000025450|obs_0000013190|obs_0000011216|obs_0000030393|obs_0000027862|obs_0000029614|obs_0000030693|obs_0000007156|obs_0000004104|obs_0000000527|obs_0000026151|obs_0000032283|obs_0000003677|obs_0000022688|obs_0000000748|obs_0000024820|obs_0000008438|obs_0000022266|obs_0000030978|obs_0000030468|obs_0000000261|obs_0000000809|obs_0000003385|obs_0000001341|obs_0000001902|obs_0000031100|obs_0000026500|obs_0000023943|obs_0000030599|obs_0000027018|obs_0000024459|obs_0000004531|obs_0000009728|obs_0000030398,obs_0000001574|obs_0000007743|obs_0000024712|obs_0000014474|obs_0000030920|obs_0000012593|obs_0000026954|obs_0000030686|obs_0000030693
IDEE KAFFEE,Filterkaffee,"€ 6,49",9.49,1 kg = 12.98,"anregend aromatisch, gemahlen",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_252.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,ref_000138,obs_0000026148|obs_0000009505|obs_0000011822|obs_0000030941|obs_0000009054|obs_0000007411,obs_0000009505|obs_0000026148|obs_0000009054
ACE,Fleckenentferner,"€ 3,99",5.49,1 l = 2.00,für Farben und Feines,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_363.jpg,"cat_drogerie,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,ref_000139,obs_0000011451,obs_0000011451
K-CLASSIC,Fond,"€ 0,99",1.39,1 l = 2.48,versch. Sorten,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_190.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed,tag_whole_food",BLS-S351000,ref_000140,obs_0000002745|obs_0000015151|obs_0000015286|obs_0000015548|obs_0000007415|obs_0000017912|obs_0000006270|obs_0000009591|obs_0000007689|obs_0000032156|obs_0000006092|obs_0000030152,obs_0000002745|obs_0000015151|obs_0000015286|obs_0000015548|obs_0000007415|obs_0000017912
EHRMANN,Foodie,"€ 2,49",2.99,1 l = 6.23,"Trinkmahlzeit, mit Protein, Ballaststoffen und Vitaminen, versch. Sorten (+ 0.25 Pfand)",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_152.jpg,cat_molkerei_kaese,,ref_000141,obs_0000010915,obs_0000010915
PR SIDENT,Franz Weichkäse,"€ 2,00",,1 kg = 10.00,"aus Kuhmilch, La Brique oder Carré Gourmet, 50 - 60 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_154.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",,ref_000142,obs_0000012941|obs_0000014325|obs_0000011770|obs_0000011344|obs_0000010496|obs_0000021898|obs_0000026132|obs_0000016034|obs_0000021532|obs_0000009256|obs_0000008787|obs_0000012246|obs_0000016981|obs_0000020943|obs_0000026845|obs_0000009708,obs_0000012941|obs_0000011344|obs_0000014325|obs_0000011770|obs_0000010496
Keine Marke,Franz ital Bio-Tafeläpfel Pink Lady,"€ 2,49",3.49,1 kg = 4.15,"Sorte »Cripps Pink«, Geschmack: süß-säuerlich, Kl. I",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_067.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",,ref_000143,obs_0000010018|obs_0000012152|obs_0000010836|obs_0000012948|obs_0000008832|obs_0000009293|obs_0000011273|obs_0000005490|obs_0000026691|obs_0000026811,obs_0000010018
Keine Marke,Franz ital Feldsalat,"€ 1,29",1.79,1 kg = 8.60,Kl. I,Nein,Dieses Angebot findest du vom 16.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-16,2026-03-18,images_kaufland/kaufland_offer_781.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,sub_salate,tag_whole_food",,ref_000144,obs_0000010844|obs_0000014208|obs_0000006971|obs_0000006979|obs_0000007185|obs_0000008840|obs_0000009301|obs_0000015991|obs_0000028957|obs_0000029798,
WC-ENTE,Frische-Siegel,"€ 2,79",3.75,1 l = 38.75,"selbsthaftender WC-Erfrischer, versch. Sorten",Nein,Dieses Angebot findest du vom 16.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-16,2026-03-18,images_kaufland/kaufland_offer_808.jpg,"cat_fleisch_wurst,sub_gefluegel,tag_high_protein,tag_ultra_processed",BLS-F602100,ref_000145,obs_0000015118,
BIRKEL No 1,Frischei-Nudeln,"€ 1,00",1.99,1 kg = 2.00,versch. Ausformungen,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_213.jpg,"cat_grundnahrung,diet_vegetarian,sub_nudeln,tag_whole_food",,ref_000146,obs_0000009954|obs_0000008230|obs_0000013531|obs_0000007521,obs_0000013962|obs_0000010539|obs_0000024622|obs_0000007624|obs_0000009805|obs_0000009954|obs_0000008433|obs_0000009209
CURVER,Frischhaltedosen-Set Fresh Go,"€ 3,49",4.99,Kein Mengenpreis,"Aus Kunststoff Ineinander verstaubar Spülmaschinengeeignet Ca. B/T 11 x 4,4 cm (ca. 250 ml) Ca. B/T 16 x 5,5 cm (ca. 800 ml) Ca. B/T 20 x 7 cm (ca. 1.750 ml) Ca. B/T 23 x 8,3 cm (ca. 2.900 ml)",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_531.jpg,cat_non_food,,ref_000147,obs_0000008710|obs_0000008819|obs_0000009177|obs_0000009279|obs_0000014548|obs_0000014552|obs_0000014554|obs_0000000775|obs_0000011585|obs_0000022078|obs_0000011973|obs_0000011977|obs_0000011993|obs_0000011995,
PHILADELPHIA,Frischkäsezubereitung,"€ 1,00",2.29,1 kg = 5.13 - 10.00,"Viertelfett- oder Doppelrahmstufe, versch. Sorten",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_161.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",,ref_000148,obs_0000007725|obs_0000011338|obs_0000014199|obs_0000011655|obs_0000010924|obs_0000025149|obs_0000008046|obs_0000006789|obs_0000005689|obs_0000024506|obs_0000006602|obs_0000005512|obs_0000013479|obs_0000011339|obs_0000012109|obs_0000013022,obs_0000011655|obs_0000010924|obs_0000007725|obs_0000025149|obs_0000011338|obs_0000008046|obs_0000014199
K-CLASSIC,Frittieröl,"€ 2,99",4.49,1 l = 1.50,"hochwertig, hocherhitzbar",Nein,Dieses Angebot findest du vom 16.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-16,2026-03-18,images_kaufland/kaufland_offer_774.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,ref_000149,obs_0000009088,
LIV BO,Frottier-Set,"€ 9,99",,Kein Mengenpreis,Aus Baumwolle Saug- und strapazierfähig Schnelltrocknend und pflegeleicht 2 Duschtücher je ca. 65 x 120 cm 2 Handtücher je ca. 50 x 90 cm 2 Gästehandtücher je ca. 30 x 40 cm,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_568.jpg,cat_non_food,,ref_000150,obs_0000023157|obs_0000019256|obs_0000017840|obs_0000020075,obs_0000023157|obs_0000019256|obs_0000017840|obs_0000020075
HITSCHIES,Fruchtgummi,"€ 1,00",1.39,1 kg = 8.00,"Drachenzungen, Schnüre oder Spinnenbeine, versch. Sorten",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_303.jpg,"cat_knabbern_naschen,tag_ultra_processed",BLS-S361000,ref_000151,obs_0000025729|obs_0000015627|obs_0000015244|obs_0000015628|obs_0000012814|obs_0000010769|obs_0000020122|obs_0000019100|obs_0000022301|obs_0000020131|obs_0000021924|obs_0000002729|obs_0000002100|obs_0000001716|obs_0000002104|obs_0000002106|obs_0000015552|obs_0000023488|obs_0000017607|obs_0000018247|obs_0000022729|obs_0000018892|obs_0000009551|obs_0000019919|obs_0000015443|obs_0000023261|obs_0000014823|obs_0000019303|obs_0000023655|obs_0000019312|obs_0000020213|obs_0000025342|obs_0000019711|obs_0000010562|obs_0000013775|obs_0000006024|obs_0000007567|obs_0000018708|obs_0000027549|obs_0000006180|obs_0000023466|obs_0000021932|obs_0000032296|obs_0000019527|obs_0000007145|obs_0000005623|obs_0000028408|obs_0000019077|obs_0000010393|obs_0000021927,obs_0000025729|obs_0000015627|obs_0000015244|obs_0000015628|obs_0000012814|obs_0000010769|obs_0000020122|obs_0000019100|obs_0000022301|obs_0000020131|obs_0000021924|obs_0000002729|obs_0000002100|obs_0000001716|obs_0000002104|obs_0000002106|obs_0000015552|obs_0000023488|obs_0000017607|obs_0000018247|obs_0000022729|obs_0000018892|obs_0000009551|obs_0000019919|obs_0000015443|obs_0000023261|obs_0000014823|obs_0000019303|obs_0000023655|obs_0000019312|obs_0000020213|obs_0000025342|obs_0000019711
BERENTZEN,Fruchtiger Likör,"€ 4,79",7.29,1 l = 6.85,"15 - 18 Vol. %, versch. Sorten",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_324.jpg,cat_getraenke,BLS-P530000,ref_000152,obs_0000004512|obs_0000003253|obs_0000003658|obs_0000004085|obs_0000000247|obs_0000018572|obs_0000019391|obs_0000011864|obs_0000020973,obs_0000026549
BÖHNLEIN,Fränk Kellerplatte,"€ 2,99",3.79,1 kg = 10.88,"je eine Scheibe Presssack rot und weiß, Bauerngöttinger, Dosenfleisch, Bauernleberwurst",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_110.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_vegetarian,sub_frisches_gemuese,sub_wurst,tag_ultra_processed,tag_whole_food",,ref_000153,obs_0000011300|obs_0000013884|obs_0000008058,obs_0000011300|obs_0000013884
Keine Marke,Frühjahrspflanzen,"€ 0,99",,Kein Mengenpreis,"z. B. Moossteinbrech, Nelke, Narzisse oder Ranunkel, Topf Ø 9 - 10,5 cm 0,99€",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_079.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,ref_000154,,
WIESENHOF,Geflügel-Bacon,"€ 1,39",1.89,1 kg = 17.38,Scheiben oder Würfel,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_112.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_wurst,tag_ultra_processed",,ref_000155,obs_0000010884|obs_0000013447|obs_0000010454|obs_0000024941|obs_0000012671|obs_0000012221|obs_0000001018|obs_0000001019,obs_0000010884|obs_0000013447
K-CLASSIC,Gefüllte Croissants,"€ 1,19",,1 kg = 4.96,versch. Sorten,Nein,Dieses Angebot findest du vom 16.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-16,2026-03-18,images_kaufland/kaufland_offer_794.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000156,obs_0000008313|obs_0000010532|obs_0000009077|obs_0000014349|obs_0000024719|obs_0000012551|obs_0000015140|obs_0000011207|obs_0000013375|obs_0000012264,obs_0000008313|obs_0000010532|obs_0000009077
SOMAT,Geschirrreiniger-Tabs,"€ 4,49",5.65,pro Anwendung = 0.18,All in 1 Extra,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_373.jpg,cat_drogerie,,ref_000157,obs_0000007732|obs_0000010400|obs_0000015154|obs_0000030220|obs_0000027533,obs_0000007732|obs_0000030538
FAIRY,Geschirrspülmittel,"€ 1,19",1.75,1 l = 3.89) / (1 l = 2.65)**,versch. Sorten,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_374.jpg,cat_drogerie,,ref_000158,obs_0000012498|obs_0000012511|obs_0000026348|obs_0000010607|obs_0000014483|obs_0000007847|obs_0000011050|obs_0000031917|obs_0000032284|obs_0000007751|obs_0000013643|obs_0000009717|obs_0000027905|obs_0000005643|obs_0000030221|obs_0000015375|obs_0000006033|obs_0000028190|obs_0000029738|obs_0000006209|obs_0000005836|obs_0000007373|obs_0000005079|obs_0000018544|obs_0000023947,obs_0000015375|obs_0000014483|obs_0000007847|obs_0000011050|obs_0000031917|obs_0000032284|obs_0000006209|obs_0000007751|obs_0000013643|obs_0000005836|obs_0000012498|obs_0000005079|obs_0000012511|obs_0000026348|obs_0000010607|obs_0000018544|obs_0000009717
NESQUIK,Getränkepulver,"€ 1,99",3.29,1 kg = 5.69,Original Kakao oder Erdbeer-Geschmack,Nein,Dieses Angebot findest du vom 16.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-16,2026-03-18,images_kaufland/kaufland_offer_018.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed",,ref_000159,obs_0000013383|obs_0000009442|obs_0000008548|obs_0000008980|obs_0000013972|obs_0000014412|obs_0000010992|obs_0000001400,obs_0000009442|obs_0000008548|obs_0000013383|obs_0000008980|obs_0000013972
SODASTREAM,Getränkesirup,"€ 3,99",,1 l = 9.07,"1 Flasche ergibt ca. 9 l Fertiggetränk, versch. Sorten",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_323.jpg,"cat_getraenke,tag_ultra_processed",,ref_000160,obs_0000009985|obs_0000025919|obs_0000011863|obs_0000011418|obs_0000013155|obs_0000007526|obs_0000031304|obs_0000005055,obs_0000009985|obs_0000011418|obs_0000025919|obs_0000005055|obs_0000011863|obs_0000013155
3M,Gewebe-Klebeband grau,"€ 2,49",,1 m = 0.05,Vielseitig einsetzbar Von Hand abreißbar Größe ca. 50 mm x 50 m,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_438.jpg,cat_non_food,,ref_000161,obs_0000018547|obs_0000015392|obs_0000023408|obs_0000025019,
3M,Gewebe-Klebeband schwarz,"€ 2,49",,1 m = 0.05,Vielseitig einsetzbar Von Hand abreißbar Größe ca. 50 mm x 50 m,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_439.jpg,"cat_fleisch_wurst,sub_schwein",,ref_000162,obs_0000018547|obs_0000015392|obs_0000023408|obs_0000025019,
ZELLER,Gewürzständer-Set,"€ 12,99",,Kein Mengenpreis,"Aus Glas, Metall und Bambus 10 Gewürzgläser in dekorativem Ständer Fassunsvermögen je Gewürzglas ca. 100 ml Größe ca. B 23 x H 32 x T 5,5 cm",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_472.jpg,cat_non_food,,ref_000163,,
ZIMMERMANN,Gin-Schinken,"€ 1,79",,Kein Mengenpreis,saftig-zarter Schweineschinken aus Bayern,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_126.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",,ref_000164,obs_0000011312|obs_0000008512|obs_0000009133|obs_0000031842|obs_0000018140|obs_0000015149|obs_0000016182|obs_0000014222|obs_0000026514|obs_0000025056,obs_0000011312|obs_0000008512|obs_0000009133
SODASTREAM,Glaskaraffen,"€ 17,99",UVP 32.99,Kein Mengenpreis,"Für Wassersprudler »Crystal« Fassungsvermögen ca. 0,8 l Fülllinie bei 0,6 l Spülmaschinenfest",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_471.jpg,"cat_non_food,tag_ultra_processed",,ref_000165,obs_0000011144,obs_0000011144
K-OSTER EDITION,Glückskäfer,"€ 1,59",,1 kg = 15.90,aus Vollmilchschokolade,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_284.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000166,,
GIOVANNI RANA,Gnocchi,"€ 1,79",2.99,1 kg = 9.97 - 10.68) / (1 kg = 5.97 - 6.40)**,"Pfannen-Gnocchi, versch. Sorten",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_182.jpg,"cat_grundnahrung,diet_vegetarian,sub_kartoffeln,sub_nudeln",BLS-K270000,ref_000167,obs_0000013345|obs_0000010947|obs_0000004236|obs_0000010386|obs_0000032265|obs_0000002858|obs_0000004663|obs_0000008255|obs_0000025932|obs_0000000344|obs_0000003809|obs_0000031850|obs_0000012275|obs_0000018216|obs_0000024783|obs_0000023816|obs_0000029842|obs_0000012577|obs_0000019107|obs_0000017573|obs_0000014761|obs_0000028993|obs_0000028281|obs_0000019926|obs_0000000628|obs_0000001527|obs_0000018429|obs_0000030080|obs_0000026380|obs_0000026438|obs_0000004487|obs_0000024968|obs_0000021398|obs_0000003357|obs_0000003633|obs_0000001747|obs_0000004060|obs_0000000227|obs_0000013497|obs_0000011385|obs_0000030088,obs_0000004236|obs_0000010386|obs_0000013345|obs_0000032265|obs_0000002858|obs_0000004663|obs_0000008255|obs_0000010947|obs_0000025932|obs_0000000344|obs_0000003809|obs_0000031850|obs_0000012275
FUNNY-FRISCH,Goldfischli,"€ 1,11",1.49,1 kg = 11.10,"Knabbergebäck, Original oder mit Sesam",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_264.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000168,obs_0000013978|obs_0000015520|obs_0000014909|obs_0000008010,obs_0000013978|obs_0000015520|obs_0000014909|obs_0000008010
LINDT,Goldhase,"€ 2,49",4.99,1 kg = 24.90,"aus feinster Milch-, Edelbitter- oder weißer Schokolade",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_283.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,ref_000169,,
LINDT,Goldhase Tafel,"€ 2,99",4.29,1 kg = 24.92,"Premium-Schokolade, Vollmilch, Edelbitter 60 % oder Caramel & Salz",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_297.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,ref_000170,,
