Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
Golden Longs,McCain,"€ 1,59",,"1 kg = 2,65","1 kg = 2,65","tiefgefroren, je 600-g-Btl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_134.jpg,"cat_tiefkuehl,diet_lactose_free,diet_vegetarian,sub_kartoffeln,tag_ultra_processed",bamberg,,,ref_000211,obs_0000012819|obs_0000001561|obs_0000010398|obs_0000015825|obs_0000025813|obs_0000003650|obs_0000032218|obs_0000029164,obs_0000012819|obs_0000001561|obs_0000010398|obs_0000015825|obs_0000025813|obs_0000032218|obs_0000029164,,
Rahm-Königsgemüse,Iglo,"€ 2,39",,"1 kg = 4,78","1 kg = 4,78","tiefgefroren, je 500-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_133.jpg,"cat_tiefkuehl,diet_vegetarian,sub_tk_fertiggerichte,sub_tk_gemuese",bamberg,,,ref_000212,obs_0000032389,obs_0000032389,,
Eis,Mövenpick,"€ 1,99",,"1 l = 2,21","1 l = 2,21","versch. Sorten, je 900-ml-Becher",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_132.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,tag_ultra_processed",bamberg,,,ref_000213,obs_0000025743|obs_0000011490|obs_0000018692|obs_0000017710|obs_0000034392|obs_0000025829|obs_0000013168|obs_0000003118|obs_0000004163|obs_0000028456|obs_0000005017|obs_0000000434|obs_0000018370|obs_0000004590|obs_0000013833|obs_0000009795|obs_0000005210|obs_0000009324|obs_0000025236|obs_0000029345|obs_0000027306|obs_0000028855|obs_0000025807|obs_0000001749|obs_0000001750|obs_0000007392|obs_0000008928|obs_0000013034|obs_0000030502|obs_0000005945|obs_0000027474|obs_0000006504|obs_0000027503|obs_0000007041|obs_0000022962|obs_0000027646|obs_0000006667|obs_0000006670|obs_0000006159|obs_0000014373|obs_0000012333|obs_0000011899|obs_0000005767|obs_0000005768|obs_0000006319|obs_0000008369|obs_0000006847|obs_0000007398|obs_0000005399|obs_0000011056,obs_0000034392|obs_0000005210|obs_0000025743|obs_0000029345|obs_0000007392|obs_0000011490|obs_0000025829|obs_0000018692|obs_0000017710|obs_0000005945|obs_0000013168|obs_0000007041,,
Neuburger,Keine Marke,"€ 1,99",,"pro Einheit = 1,99","pro Einheit = 1,99","österreichische Spezialität, je 100-g-",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_105.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000214,obs_0000031492|obs_0000029158|obs_0000032075|obs_0000032365|obs_0000014930|obs_0000028983|obs_0000015775|obs_0000030834,obs_0000031492|obs_0000029158|obs_0000032075|obs_0000032365|obs_0000014930|obs_0000028983|obs_0000015775,,
Hühner Frikassee,Frosta,"€ 2,79",,"1 kg = 5,58","1 kg = 5,58","tiefgefroren, je 500-g-Btl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_131.jpg,"cat_tiefkuehl,sub_nudeln,sub_tk_fertiggerichte,tag_ultra_processed",bamberg,,,ref_000215,obs_0000034605|obs_0000033783,obs_0000031761|obs_0000034605|obs_0000033783,,
Salat Frühlingsgefühl,Florette,"€ 1,79",,"1 kg = 10,23","1 kg = 10,23",je 175-g-Btl.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_129.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food",bamberg,,,ref_000216,obs_0000032626|obs_0000025985,,x,
Sonntagsknödel,Burgis,"€ 1,79",,"1 kg = 3,58","1 kg = 3,58",je 500-g-Pckg.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_128.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000217,obs_0000030155|obs_0000032619|obs_0000008872,obs_0000008872|obs_0000030155|obs_0000032619,x,
Hummus,King Cuisine,"€ 1,79",,"1 kg = 10,23","1 kg = 10,23",je 175-g-Schale,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_127.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000218,obs_0000031633|obs_0000013249,,x,
Salat Fein Pikant,Florette,"€ 1,79",,"1 kg = 12,79","1 kg = 12,79",je 140-g-Btl.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_126.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food",bamberg,,,ref_000219,obs_0000032623|obs_0000029156|obs_0000028401|obs_0000025985,obs_0000028401|obs_0000032623|obs_0000029156,x,
Knödelinos,Burgis,"€ 1,79",,"1 kg = 4,77","1 kg = 4,77",je 375-g-Pckg.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_124.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000220,obs_0000030158|obs_0000028775,obs_0000028775|obs_0000030158,x,
Smoothie,true fruits,"€ 2,29",,"1 l = 9,16","1 l = 9,16","versch. Sorten, je 250-ml-Fl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_123.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000221,obs_0000029851|obs_0000007096|obs_0000007874|obs_0000032617|obs_0000003462|obs_0000024721|obs_0000002067|obs_0000005025|obs_0000000440|obs_0000014395|obs_0000009020|obs_0000010948|obs_0000013892|obs_0000004171|obs_0000017881|obs_0000001630|obs_0000034549|obs_0000004598|obs_0000022009|obs_0000012410,obs_0000029851|obs_0000007096|obs_0000014395|obs_0000007874|obs_0000010948|obs_0000013892|obs_0000001630|obs_0000032617|obs_0000034549|obs_0000012410,x,
Steinofen Pizza Salami,Original Wagner,"€ 1,79",,"1 kg = 5,59","1 kg = 5,59","tiefgefroren, je 320-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_130.jpg,"cat_tiefkuehl,sub_tk_fertiggerichte,sub_tk_pizza,sub_wurst,tag_ultra_processed",bamberg,,,ref_000222,obs_0000022498|obs_0000008618|obs_0000002723|obs_0000026375|obs_0000000012|obs_0000003725|obs_0000009035|obs_0000013826|obs_0000011919|obs_0000031990|obs_0000030162|obs_0000007794|obs_0000032628|obs_0000022563|obs_0000000533|obs_0000010316|obs_0000016602|obs_0000008425|obs_0000002285|obs_0000026898|obs_0000010530|obs_0000016755|obs_0000031198|obs_0000002611|obs_0000014932|obs_0000019030|obs_0000023186|obs_0000023205|obs_0000021226|obs_0000011010|obs_0000025355|obs_0000017184|obs_0000002957|obs_0000017375|obs_0000013341|obs_0000003239|obs_0000025810|obs_0000019666|obs_0000003307|obs_0000025934|obs_0000034176|obs_0000028273|obs_0000005781|obs_0000005867|obs_0000007987|obs_0000008039|obs_0000020407|obs_0000016328|obs_0000010234,obs_0000031990|obs_0000030162|obs_0000032628|obs_0000022498,,
Schweine-Bratwurst,REWE Bio,"€ 5,55",,"1 kg = 18,50","1 kg = 18,50","grob, je 300-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_104.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,sub_schwein,sub_wurst,tag_whole_food",bamberg,,BLS-U065100,ref_000223,obs_0000028609|obs_0000006701|obs_0000026247|obs_0000030880|obs_0000006539|obs_0000007634,obs_0000030880|obs_0000028609,,
Bratkartoffeln,Pfanni,"€ 1,49",,"1 kg = 3,73","1 kg = 3,73","herzhaft, je 400-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_125.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_ultra_processed,tag_whole_food",bamberg,,BLS-X651543,ref_000224,obs_0000031161|obs_0000030600|obs_0000014097,obs_0000031161,,
Schweine-Nackensteaks,Keine Marke,"€ 6,90",,"pro Einheit = 6,90","pro Einheit = 6,90","in Paprikamarinade, XXL Family Pack, SB-verpackt, je 1-kg-",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_102.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_schwein,tag_whole_food",bamberg,,BLS-U605000,ref_000225,obs_0000031319|obs_0000024672|obs_0000007445|obs_0000032401|obs_0000029921|obs_0000023636|obs_0000000649|obs_0000022890,obs_0000031319|obs_0000024672|obs_0000032401|obs_0000029921|obs_0000007445,,
Artys n Chorizo Extra,Keine Marke,"€ 2,59",,"1 kg = 10,36","1 kg = 10,36","versch. Sorten, je 250-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_072.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000226,obs_0000021023|obs_0000020204|obs_0000022375|obs_0000002069|obs_0000014367|obs_0000015501|obs_0000012446|obs_0000022226|obs_0000021222|obs_0000015088|obs_0000013624|obs_0000019269|obs_0000011593|obs_0000013180|obs_0000008586|obs_0000012176|obs_0000020403,,,
Butcher s Wagyu Beef Burger Patties,BÜRGER,"€ 5,55",,"1 kg = 24,13","1 kg = 24,13",je 230-g-Pckg.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_103.jpg,"cat_molkerei_kaese,diet_vegetarian",bamberg,,,ref_000227,obs_0000031211|obs_0000029185|obs_0000030883|obs_0000029227|obs_0000031545|obs_0000029289|obs_0000030955|obs_0000012821|obs_0000033864,obs_0000031211,x,
Kleehof Harzer Käse,Keine Marke,"€ 1,79",,"1 kg = 8,95","1 kg = 8,95",je 200-g-Pckg.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_073.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000228,obs_0000008883|obs_0000006457|obs_0000010631,,,
Reine Buttermilch,Müller,"€ 0,69",,"1 kg = 1,38","1 kg = 1,38","je 500-g-Fl., zzgl. 0,25 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_074.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_butter_margarine,sub_milchprodukte",bamberg,,,ref_000229,obs_0000013847|obs_0000034968|obs_0000031440|obs_0000009981|obs_0000000794|obs_0000015653|obs_0000009520|obs_0000010621|obs_0000012703|obs_0000004684|obs_0000020581|obs_0000003207|obs_0000004257|obs_0000003830|obs_0000025375|obs_0000021400|obs_0000002539|obs_0000023023|obs_0000030180,obs_0000013847|obs_0000004684|obs_0000020581|obs_0000003207|obs_0000004257|obs_0000034968|obs_0000031440|obs_0000003830|obs_0000009981|obs_0000000794|obs_0000025375|obs_0000015653|obs_0000009520|obs_0000010621|obs_0000021400|obs_0000012703|obs_0000030180|obs_0000002539|obs_0000023023,,
Schlütter s Nürnberger Rostbratwurst,Keine Marke,"€ 2,79",,"1 kg = 13,95","1 kg = 13,95","versch. Sorten, je 200-g-",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_075.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_wurst,tag_ultra_processed",bamberg,,,ref_000230,obs_0000023630|obs_0000020645|obs_0000021808|obs_0000021464|obs_0000013376|obs_0000014464,,,
Mozzarella Fior di Latte,Galbani,"€ 1,99",,"1 kg = 13,27","1 kg = 13,27","versch. Sorten, je 150-g-Btl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_076.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte",bamberg,,,ref_000231,obs_0000032562|obs_0000031189|obs_0000010417|obs_0000028487|obs_0000028597|obs_0000011356|obs_0000013787|obs_0000007546|obs_0000006628,obs_0000010417|obs_0000032562|obs_0000028487|obs_0000028597|obs_0000031189,x,
Frischer Flammkuchenteig,Tante Fanny,"€ 1,49",,"1 kg = 5,73","1 kg = 5,73",je 260-g-Pckg.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_077.jpg,"cat_molkerei_kaese,tag_ultra_processed",bamberg,,,ref_000232,obs_0000008959|obs_0000026180|obs_0000030533,obs_0000030533|obs_0000008959,,
Pizza-Kit,Knack & Back,"€ 2,29",,"1 kg = 3,82","1 kg = 3,82",je 600-g-Pckg.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_079.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000233,obs_0000024619|obs_0000013341|obs_0000023186|obs_0000025810|obs_0000005867|obs_0000010530,,x,
Wolf Bayerischer oder Schweizer Wurstsalat,Keine Marke,"€ 3,29",,"1 kg = 8,23","1 kg = 8,23",je 2 x 200-g-Schale,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_080.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_salate,sub_wurst,tag_whole_food",bamberg,,,ref_000234,obs_0000012344|obs_0000011331|obs_0000034773|obs_0000010084|obs_0000031480,,,
Pro Activ Halbfettmargarine,Becel,"€ 2,29",,"1 kg = 10,18","1 kg = 10,18",je 225-g-Becher,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_081.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000235,obs_0000031532|obs_0000029112|obs_0000005539,obs_0000031532|obs_0000029112,x,
Grill-Mix Platte,Landhof,"€ 5,29",,"1 kg = 11,76","1 kg = 11,76",je 450-g-Pckg.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_082.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000236,obs_0000024700,,x,
Wojnar Obazda,Keine Marke,"€ 1,79",,"1 kg = 11,93","1 kg = 11,93",je 150-g-Pckg.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_083.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000237,obs_0000014946|obs_0000012322|obs_0000034281|obs_0000010902|obs_0000028766,,,
Andros So Good - so Veggie,Keine Marke,"€ 1,49",,"1 kg = 4,26","1 kg = 4,26","aus Kokosmilch, versch. Sorten, je 350-g-Becher",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_084.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000238,obs_0000029113|obs_0000028353,obs_0000028353|obs_0000029113,,
Pizzabrötchen,Dermaris,"€ 1,79",,"1 kg = 7,16","1 kg = 7,16","versch. Sorten, je 250-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_085.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000239,obs_0000027729,,x,
Chilli-Cheddar Käsekrainer,Landhof,"€ 3,99",,"1 kg = 14,78","1 kg = 14,78",je 270-g-Pckg.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_086.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000240,obs_0000023809|obs_0000010630|obs_0000027546|obs_0000015389|obs_0000018212|obs_0000012197|obs_0000019626|obs_0000024233|obs_0000013135|obs_0000010460|obs_0000028382|obs_0000022379|obs_0000024569,,x,
Knabber Kabanos to go,Houdek,"€ 1,59",,"1 kg = 19,88","1 kg = 19,88","versch. Sorten, je 80-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_078.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000241,obs_0000030519|obs_0000031478|obs_0000006189|obs_0000032560|obs_0000030911|obs_0000006873|obs_0000000616|obs_0000029807|obs_0000011011|obs_0000012778|obs_0000016109,obs_0000030519|obs_0000031478,x,
Frisches Maishähnchen,REWE Feine Welt,"€ 7,70",,"pro Einheit = 7,70","pro Einheit = 7,70","Hkl. A, SB-verpackt, je 1-kg-",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_100.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_whole_food",bamberg,,,ref_000242,obs_0000031210|obs_0000028791|obs_0000029186|obs_0000030539|obs_0000029561|obs_0000030625|obs_0000029664,obs_0000030539|obs_0000029561|obs_0000030625|obs_0000029664|obs_0000031210,,
Emmentaler,Aggenstein,"€ 1,19",,"pro Einheit = 1,19","pro Einheit = 1,19","Hartkäse, 45% Fett i.Tr., je 100-g-",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_101.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_whole_food",bamberg,,,ref_000243,obs_0000029871|obs_0000006108|obs_0000006629|obs_0000031880|obs_0000001559|obs_0000002340|obs_0000010030|obs_0000018479|obs_0000025531|obs_0000031831|obs_0000003417|obs_0000022237|obs_0000009063|obs_0000022007|obs_0000018426,obs_0000031880|obs_0000029871|obs_0000006108|obs_0000006629,x,
Wilhelm Brandenburg Wiener Würstchen,Keine Marke,"€ 0,88",,"pro Einheit = 0,88","pro Einheit = 0,88","heiß und kalt zu genießen, je 100-g-",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_087.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_wurst,tag_ultra_processed",bamberg,,,ref_000244,obs_0000030838|obs_0000031274|obs_0000006186|obs_0000027189|obs_0000035106|obs_0000028276|obs_0000031889|obs_0000005789|obs_0000026784|obs_0000028948|obs_0000034174|obs_0000015758|obs_0000028076|obs_0000031737|obs_0000034811|obs_0000031788|obs_0000009369|obs_0000009557,obs_0000030838,,
Rinder-Beinscheiben,Rewe Regional,"€ 12,90",,"pro Einheit = 12,90","pro Einheit = 12,90","SB-verpackt, je 1-kg-",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_099.jpg,"cat_molkerei_kaese,diet_vegan,sub_rind,tag_proteinreich,tag_whole_food",bamberg,,BLS-W273100,ref_000245,obs_0000028264|obs_0000016530|obs_0000021290|obs_0000017742|obs_0000031636|obs_0000029610|obs_0000029649|obs_0000020471|obs_0000025082|obs_0000002139|obs_0000029562,obs_0000028264|obs_0000016530|obs_0000021290|obs_0000017742|obs_0000029562|obs_0000031636|obs_0000029610|obs_0000029649|obs_0000020471|obs_0000025082,,x
Crispy Sticks,Valess,"€ 2,49",,"1 kg = 15,56","1 kg = 15,56",je 160-g-Pckg.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_098.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000246,obs_0000032580|obs_0000015885|obs_0000014804,obs_0000032580,x,
Butterschinken,Langewiesche,"€ 1,79",,"pro Einheit = 1,79","pro Einheit = 1,79",je 100-g-,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_097.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed",bamberg,,,ref_000247,obs_0000032578|obs_0000015777|obs_0000028292|obs_0000009606|obs_0000013127|obs_0000010057|obs_0000015647,obs_0000032578|obs_0000015777|obs_0000028292|obs_0000009606|obs_0000013127|obs_0000010057|obs_0000015647,x,
Gutsrotwurst,Steinhaus,"€ 1,39",,"pro Einheit = 1,39","pro Einheit = 1,39",je 100-g-,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_095.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000248,,,x,
Krustenbraten,Steinhaus,"€ 1,99",,"pro Einheit = 1,99","pro Einheit = 1,99",je 100-g-,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_096.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,tag_whole_food",bamberg,,,ref_000249,obs_0000005228|obs_0000032370|obs_0000013284|obs_0000015780,obs_0000013284|obs_0000015780|obs_0000005228|obs_0000032370,x,
Rinder-Markknochen,Keine Marke,"€ 4,49",,"pro Einheit = 4,49","pro Einheit = 4,49","SB-verpackt, je 1-kg-",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_093.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_rind,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000250,obs_0000020505|obs_0000021324|obs_0000025541|obs_0000030189|obs_0000029180,obs_0000020505|obs_0000021324|obs_0000025541|obs_0000030189|obs_0000029180,,
Frappuccino Coffee,Starbucks,"€ 1,49",,"1 l = 5,96","1 l = 5,96","koffeinhaltig, je 250-ml-Fl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_092.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000251,obs_0000003459|obs_0000004388|obs_0000000303|obs_0000004815|obs_0000003961|obs_0000030890,obs_0000030890,,
Mozzarella,Goldsteig,"€ 1,49",,"1 kg = 7,45","1 kg = 7,45","gerieben, je 200-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_091.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",bamberg,,BLS-X208312,ref_000252,obs_0000018430|obs_0000022609|obs_0000033882|obs_0000001647|obs_0000018031|obs_0000023202|obs_0000024234|obs_0000022241|obs_0000023806|obs_0000011043|obs_0000000816|obs_0000024894|obs_0000009077|obs_0000022394|obs_0000027551|obs_0000018366|obs_0000016326|obs_0000022485|obs_0000027613|obs_0000028850|obs_0000012801|obs_0000018433|obs_0000025133|obs_0000031811|obs_0000018512|obs_0000022110|obs_0000033891|obs_0000022631|obs_0000030318|obs_0000011891|obs_0000009868|obs_0000032402|obs_0000020638|obs_0000023201|obs_0000018599|obs_0000034980|obs_0000009408|obs_0000011471|obs_0000031442|obs_0000034515|obs_0000008404|obs_0000021741|obs_0000023292|obs_0000027907|obs_0000031521|obs_0000028470|obs_0000019264|obs_0000025413|obs_0000007546|obs_0000034175,obs_0000018430|obs_0000022609|obs_0000033882|obs_0000001647|obs_0000018031|obs_0000023202|obs_0000024234|obs_0000031442|obs_0000022241|obs_0000023806|obs_0000031521|obs_0000011043|obs_0000000816|obs_0000024894|obs_0000009077|obs_0000022394|obs_0000027551|obs_0000018366|obs_0000016326|obs_0000022485|obs_0000027613,,
