Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
Hähnchen-Schnitte Wiener Art,REWE Bio,"€ 5,99",,"1 kg = 23,96","1 kg = 23,96","paniert und gegart, je 250-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_092.jpg,"cat_molkerei_kaese,diet_lactose_free,sub_gefluegel,tag_proteinreich,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000261,obs_0000004217|obs_0000000478|obs_0000004644|obs_0000002774|obs_0000005071|obs_0000031788,obs_0000014284,,
Böhnlein Weißwurst,Keine Marke,"€ 1,19",,"pro Einheit = 1,19","pro Einheit = 1,19",je 100-g-,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_091.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000262,obs_0000032584|obs_0000031432|obs_0000030454|obs_0000013960|obs_0000007980|obs_0000009040|obs_0000028239|obs_0000010595|obs_0000012286,obs_0000032584|obs_0000031432|obs_0000030454,,
Meisterschinken,Keine Marke,"€ 1,59",,"pro Einheit = 1,59","pro Einheit = 1,59","gegart, je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_090.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,BLS-W271000,ref_000263,obs_0000029195|obs_0000030486|obs_0000028672,obs_0000029195|obs_0000030486|obs_0000028672,,
Butcher s Barbecue Hähnchen-Grillplatte,Keine Marke,"€ 3,99",,"1 kg = 4,99","1 kg = 4,99","mit Paprika-Würzung, je 800-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_095.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_gefluegel,tag_proteinreich,tag_whole_food",bamberg,,,ref_000264,obs_0000011428,,,
Tasty Snacks Rounds,Wasa,"€ 1,99",,"1 kg = 8,47","1 kg = 8,47",je 235-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_091.jpg,"cat_grundnahrung,tag_ultra_processed",immenstaad,,,ref_000265,obs_0000015426|obs_0000030004|obs_0000032224|obs_0000009748|obs_0000028823|obs_0000009285,obs_0000030004|obs_0000032224,,
Tasty Snacks Crisps,Wasa,"€ 1,99",,"1 kg = 10,47","1 kg = 10,47",je 190-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_092.jpg,"cat_grundnahrung,tag_ultra_processed",immenstaad,,,ref_000266,obs_0000009748|obs_0000028823|obs_0000009285|obs_0000015426|obs_0000030005|obs_0000032225|obs_0000008773,obs_0000009748|obs_0000028823|obs_0000030005|obs_0000009285|obs_0000032225,,
Zwiebel Baguette,Rewe Beste Wahl,"€ 1,59",,"1 kg = 6,36","1 kg = 6,36",je 250-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_093.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",immenstaad,,,ref_000267,obs_0000029716|obs_0000012827|obs_0000007723|obs_0000006255|obs_0000007301|obs_0000008956|obs_0000013087|obs_0000014164|obs_0000012656|obs_0000028548|obs_0000028665,,,x
Tequila Beer,Salitos,"€ 4,99",,"1 l = 3,78","1 l = 3,78","je 4 x 0,33-l-Fl.-Pckg., zzgl. 0,32 € Pfand",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_121.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",immenstaad,,,ref_000268,obs_0000031893,,x,
Kronenbourg Blanc 1664,Keine Marke,"€ 5,99",,"1 l = 3,03","1 l = 3,03","je 6 x 0,33-l-Fl.-Sixpack, zzgl. 0,48 € Pfand",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_122.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",immenstaad,,,ref_000269,obs_0000030756|obs_0000032732|obs_0000017927|obs_0000027290|obs_0000026271|obs_0000034222,obs_0000030756|obs_0000032732,,
Weißbier,Franziskaner,"€ 4,29",,"1 l = 2,17","1 l = 2,17","versch. Sorten, je 6 x 0,33-l-Fl.-Sixpack, zzgl. 0,48 € Pfand",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_124.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",immenstaad,,,ref_000270,obs_0000030899|obs_0000031751|obs_0000031388|obs_0000028962|obs_0000031911|obs_0000028970|obs_0000034223|obs_0000027336|obs_0000028367|obs_0000028886|obs_0000035037,obs_0000030766|obs_0000030899|obs_0000029759|obs_0000028367|obs_0000032726|obs_0000006364|obs_0000030945|obs_0000029929|obs_0000031102,x,
Premium Pils,Turmbräu,"€ 0,49",,"1 l = 0,98","1 l = 0,98","je 0,5-l-Dose, zzgl. 0,25 € Pfand",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_125.jpg,"cat_getraenke,diet_lactose_free",immenstaad,,,ref_000271,obs_0000029198|obs_0000028695|obs_0000014397|obs_0000028734|obs_0000012445|obs_0000016561|obs_0000010479|obs_0000026883|obs_0000012662|obs_0000008613|obs_0000010756|obs_0000011146|obs_0000011148|obs_0000027560|obs_0000013350|obs_0000033895|obs_0000027845|obs_0000011594|obs_0000009703|obs_0000013836|obs_0000015938|obs_0000034432|obs_0000028520|obs_0000028575|obs_0000028635|obs_0000008187|obs_0000031079|obs_0000031248|obs_0000029243|obs_0000031389|obs_0000029927|obs_0000026008|obs_0000030395|obs_0000008006|obs_0000030607|obs_0000028759|obs_0000012448|obs_0000016578|obs_0000028878|obs_0000035035|obs_0000028937|obs_0000008467|obs_0000000370|obs_0000004495|obs_0000010755|obs_0000012871|obs_0000027329|obs_0000004922|obs_0000017247|obs_0000031695,obs_0000029198,x,
Heidelbeeren,Keine Marke,"€ 1,49",,"1 kg = 11,92","1 kg = 11,92","Kl. I, je 125-g-Schale",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_022.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",immenstaad,,BLS-F304100,ref_000272,obs_0000002819|obs_0000026376|obs_0000032523|obs_0000027788|obs_0000003088|obs_0000033682|obs_0000025384|obs_0000025769|obs_0000031149|obs_0000007729|obs_0000000051|obs_0000030262|obs_0000000695|obs_0000003000|obs_0000016699|obs_0000032326|obs_0000019143|obs_0000026698|obs_0000034122|obs_0000029138|obs_0000030560|obs_0000028260|obs_0000001513|obs_0000027502|obs_0000000880|obs_0000033918|obs_0000034918|obs_0000006409|obs_0000030472|obs_0000034319|obs_0000030138|obs_0000030919|obs_0000022353|obs_0000005509|obs_0000005525|obs_0000005120|obs_0000006958|obs_0000005692|obs_0000007128|obs_0000007143|obs_0000005713|obs_0000005894,obs_0000002819|obs_0000026376|obs_0000032523|obs_0000027788|obs_0000003088|obs_0000033682|obs_0000025384|obs_0000025769|obs_0000031149|obs_0000007729|obs_0000000051|obs_0000030262|obs_0000000695|obs_0000003000|obs_0000016699|obs_0000032326|obs_0000019143|obs_0000026698|obs_0000034122|obs_0000029138|obs_0000030560|obs_0000028260|obs_0000001513|obs_0000027502|obs_0000000880|obs_0000033918|obs_0000034918,,
Schweine-Stielkotelett,Keine Marke,"€ 0,77",,"pro Einheit = 0,77","pro Einheit = 0,77","Haltungsform 2, je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_027.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_schwein,tag_whole_food",immenstaad,,BLS-U522100,ref_000273,obs_0000007248,,,
Bio Staudensellerie,Keine Marke,"€ 1,29",,"pro Einheit = 1,29","pro Einheit = 1,29","Kl. II, je 1-St.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_020.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",immenstaad,,,ref_000274,obs_0000030437|obs_0000019554|obs_0000028538|obs_0000028655|obs_0000030261|obs_0000005694|obs_0000032336,obs_0000030437,,
Freiraum Pute Puten-Schnitzel,Keine Marke,"€ 1,49",,"pro Einheit = 1,49","pro Einheit = 1,49","natur oder mariniert, Haltungsform 3, je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_028.jpg,"cat_fleisch_wurst,diet_lactose_free,diet_vegetarian,sub_gefluegel,tag_ultra_processed,tag_whole_food",immenstaad,,,ref_000275,obs_0000030221|obs_0000026235|obs_0000000159|obs_0000031913|obs_0000028973|obs_0000027620|obs_0000005251|obs_0000000700|obs_0000001521,,,
Schweine-Rückensteaks,Keine Marke,"€ 0,99",,"pro Einheit = 0,99","pro Einheit = 0,99","versch. mariniert, Haltungsform 2, je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_031.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_schwein,tag_high_protein,tag_proteinreich,tag_whole_food",immenstaad,,BLS-U605000,ref_000276,,obs_0000031319|obs_0000024672|obs_0000007445,,
Duroc Schweine-Braten,Keine Marke,"€ 1,77",,"pro Einheit = 1,77","pro Einheit = 1,77","aus dem Nacken, je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_032.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_schwein,tag_whole_food",immenstaad,,,ref_000277,obs_0000030581|obs_0000031225,,,
Lammhüfte,Keine Marke,"€ 2,79",,"pro Einheit = 2,79","pro Einheit = 2,79","natur oder mariniert, je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_033.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",immenstaad,,,ref_000278,obs_0000029194|obs_0000034124|obs_0000030906|obs_0000034751,obs_0000029194|obs_0000034124|obs_0000030906|obs_0000034751,,
Landbauern Rind Rinder-Filet,Keine Marke,"€ 4,99",,"pro Einheit = 4,99","pro Einheit = 4,99","am Stück oder in Scheiben, Haltungsform 3, je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_034.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_rind,tag_high_protein,tag_proteinreich,tag_whole_food",immenstaad,,,ref_000279,obs_0000030900|obs_0000029891|obs_0000031562|obs_0000031563,obs_0000030900|obs_0000029891,,
Kalbsnacken,Keine Marke,"€ 1,77",,"pro Einheit = 1,77","pro Einheit = 1,77","ohne Knochen, je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_035.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",immenstaad,,,ref_000280,,,,
Paprini,Keine Marke,"€ 1,99",,"pro Einheit = 1,99","pro Einheit = 1,99","gefüllt mit Frischkäse, je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_036.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",immenstaad,,,ref_000281,,,,
Sonthofer Bergkäse,Keine Marke,"€ 1,59",,"pro Einheit = 1,59","pro Einheit = 1,59","Hartkäse, 50% Fett i.Tr., je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_029.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food",immenstaad,,,ref_000282,obs_0000030106|obs_0000030909|obs_0000022817|obs_0000022831|obs_0000033971|obs_0000008766|obs_0000016093,obs_0000030106|obs_0000030909,,
Rostbratwürstchen,Werz,"€ 1,29",,"pro Einheit = 1,29","pro Einheit = 1,29",je 100-g-,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_037.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",immenstaad,,BLS-W222600,ref_000283,,,,
Himbeeren,Keine Marke,"€ 2,22",,"1 kg = 17,76","1 kg = 17,76","Kl. I, je 125-g-Schale",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_017.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",immenstaad,,BLS-F302100,ref_000284,obs_0000032513|obs_0000030214|obs_0000006412|obs_0000000524|obs_0000029585|obs_0000027154|obs_0000029205|obs_0000013981|obs_0000030130|obs_0000030258|obs_0000026169|obs_0000032322|obs_0000029127|obs_0000026967|obs_0000016741|obs_0000010473|obs_0000000498|obs_0000001270|obs_0000028022|obs_0000029817|obs_0000005511|obs_0000002727|obs_0000005696|obs_0000005315|obs_0000005328|obs_0000002907|obs_0000007521|obs_0000007532|obs_0000010894|obs_0000011789|obs_0000030995|obs_0000010921|obs_0000006959|obs_0000030324|obs_0000007799|obs_0000030428|obs_0000007801|obs_0000005894,obs_0000032513|obs_0000030214|obs_0000006412|obs_0000000524|obs_0000029585|obs_0000027154|obs_0000029205|obs_0000013981|obs_0000030130|obs_0000030258|obs_0000026169|obs_0000032322|obs_0000029127|obs_0000026967|obs_0000016741|obs_0000010473|obs_0000000498|obs_0000001270|obs_0000028022|obs_0000029817,,
Essreife Avocado,Keine Marke,"€ 1,99",,"pro Einheit = 1,99","pro Einheit = 1,99","»Hass«, Kl. I, je 1-St.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_018.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",immenstaad,,,ref_000285,obs_0000031260|obs_0000030826|obs_0000028218|obs_0000017166|obs_0000029201|obs_0000020117|obs_0000027541|obs_0000008728|obs_0000001305|obs_0000000694|obs_0000034105|obs_0000000058|obs_0000018748|obs_0000029123|obs_0000020936|obs_0000027854|obs_0000034516|obs_0000030562|obs_0000014073,obs_0000031260|obs_0000030826,,
Erdbeeren,Keine Marke,"€ 2,79",,"1 kg = 6,98","1 kg = 6,98","»Calinda«, Kl. I, je 400-g-Schale",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_016.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",immenstaad,,BLS-F301100,ref_000286,obs_0000022919|obs_0000006408|obs_0000030617|obs_0000027419|obs_0000031261|obs_0000029494|obs_0000030915|obs_0000024529|obs_0000031576|obs_0000030564|obs_0000031462|obs_0000000875|obs_0000006265|obs_0000032512|obs_0000033793|obs_0000012233|obs_0000013901|obs_0000034400|obs_0000030989|obs_0000005687|obs_0000006083|obs_0000006092|obs_0000015717|obs_0000013414|obs_0000013418|obs_0000011389|obs_0000030428,obs_0000022919|obs_0000006408|obs_0000030617|obs_0000027419|obs_0000031261|obs_0000029494|obs_0000030915|obs_0000024529|obs_0000031576|obs_0000030564|obs_0000031462|obs_0000000875|obs_0000006265|obs_0000032512,,
Schwarzwaldcreme Mexicana,Keine Marke,"€ 1,49",,"pro Einheit = 1,49","pro Einheit = 1,49","Milchmischerzeugnis, je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_038.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",immenstaad,,,ref_000287,,,,
Spießbratenwürstchen,Keine Marke,"€ 1,29",,"pro Einheit = 1,29","pro Einheit = 1,29",je 100-g-,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_040.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",immenstaad,,,ref_000288,,,,
Butcher s Barbecue Puten-Minutenschnitzel,Keine Marke,"€ 16,90",,"pro Einheit = 16,90","pro Einheit = 16,90","versch. mariniert, SB-verpackt, je 1-kg-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_061.jpg,"cat_molkerei_kaese,sub_gefluegel",immenstaad,,,ref_000289,obs_0000018402,,,
Wilhelm Brandenburg Hackfleisch gemischt,Keine Marke,"€ 2,99",,"1 kg = 11,96","1 kg = 11,96","vom Rind und Schwein, je 250-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_062.jpg,"cat_molkerei_kaese,sub_hackfleisch,sub_rind,sub_schwein,sub_wurst,tag_proteinreich,tag_ultra_processed",immenstaad,,,ref_000290,obs_0000030574|obs_0000030626|obs_0000009222|obs_0000009248|obs_0000016944|obs_0000030269|obs_0000025678|obs_0000029783|obs_0000033883|obs_0000014463|obs_0000021126|obs_0000008856|obs_0000027808|obs_0000005797|obs_0000011430|obs_0000018085|obs_0000030894|obs_0000029892|obs_0000030922|obs_0000006355|obs_0000006874|obs_0000034536|obs_0000030962|obs_0000022287|obs_0000031538|obs_0000017204|obs_0000020307|obs_0000026963|obs_0000031582|obs_0000009575|obs_0000028033|obs_0000007077|obs_0000030174|obs_0000027617|obs_0000009702|obs_0000005620|obs_0000012282|obs_0000001083|obs_0000000646|obs_0000030444|obs_0000000826,,,
Nothwang Berner-Würstchen,Keine Marke,"€ 1,49",,"pro Einheit = 1,49","pro Einheit = 1,49",je 100-g-,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_039.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",immenstaad,,BLS-W211400,ref_000291,obs_0000009369|obs_0000009557,,,
Landbauern Kalbsburger,Keine Marke,"€ 4,99",,"1 kg = 24,95","1 kg = 24,95",je 200-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_060.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_high_protein",immenstaad,,,ref_000292,obs_0000010240,,,
Thurgauer Rahmkäse,Keine Marke,"€ 1,99",,"pro Einheit = 1,99","pro Einheit = 1,99","Schweizer Schnittkäse, 57% Fett i.Tr., je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_041.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte",immenstaad,,,ref_000293,obs_0000030907,obs_0000030907,,
Schweine-Filet,Keine Marke,"€ 8,80",,"pro Einheit = 8,80","pro Einheit = 8,80","SB-verpackt, je 1-kg-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_056.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,sub_schwein,tag_high_protein,tag_proteinreich,tag_whole_food",immenstaad,,BLS-U611100,ref_000294,obs_0000031236|obs_0000027815|obs_0000029865|obs_0000029910|obs_0000028386|obs_0000030434|obs_0000029960|obs_0000030622|obs_0000031221|obs_0000031227,obs_0000031236|obs_0000027815|obs_0000029865|obs_0000029910|obs_0000028386|obs_0000030434|obs_0000029960|obs_0000030622|obs_0000031221,,
Schweine-Schnitzel,Keine Marke,"€ 7,77",,"pro Einheit = 7,77","pro Einheit = 7,77","aus der Oberschale, SB-verpackt, je 1-kg-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_055.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,sub_schwein,tag_whole_food",immenstaad,,BLS-U543100,ref_000295,obs_0000026158|obs_0000027265|obs_0000020107|obs_0000025313|obs_0000026970|obs_0000020926|obs_0000007837|obs_0000005251|obs_0000000700|obs_0000029568|obs_0000029647|obs_0000001521|obs_0000030222|obs_0000030531|obs_0000031566|obs_0000029617,obs_0000026158|obs_0000027265|obs_0000020107|obs_0000025313|obs_0000026970|obs_0000020926,,
Schiller Bayrischer Wacholderschinken,Keine Marke,"€ 1,49",,"pro Einheit = 1,49","pro Einheit = 1,49",je 100-g-,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_054.jpg,"cat_molkerei_kaese,sub_schwein,sub_wurst,tag_ultra_processed",immenstaad,,,ref_000296,obs_0000027297|obs_0000010607,,,
Höhenrainer Geflügel-Aufschnitt,Keine Marke,"€ 1,59",,"pro Einheit = 1,59","pro Einheit = 1,59","versch. Sorten, je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/immenstaad_offer_053.jpg,"cat_molkerei_kaese,sub_gefluegel,sub_wurst,tag_ultra_processed",immenstaad,,,ref_000297,obs_0000030548|obs_0000029548|obs_0000028930|obs_0000030265|obs_0000003644|obs_0000030888|obs_0000031962|obs_0000006531|obs_0000031187|obs_0000005611,obs_0000028930|obs_0000030548|obs_0000029548,,
Dresdner Russisch Brot,Dr. Quendt,"€ 0,79",,"1 kg = 7,90","1 kg = 7,90",je 100-g-Btl.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_174.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000298,obs_0000002638|obs_0000002760|obs_0000027942|obs_0000026282,,x,
Erdnussflips,Wurzener,"€ 0,99",,"1 kg = 5,50","1 kg = 5,50",je 180-g-Btl.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_171.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000299,obs_0000026957,,x,
O s,Halloren,"€ 1,29",,"1 kg = 10,32","1 kg = 10,32","versch. Sorten, je 125-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_170.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000300,,obs_0000017848,x,
Fresh n Fruity Fresh n Juicy oder Fresh n Fruitea,Lichtenauer,"€ 0,89",,"1 l = 0,59","1 l = 0,59","versch. Sorten, je 1,5-l-Fl., zzgl. 0,25 € Pfand",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_189.jpg,"cat_getraenke,tag_ultra_processed",neubrandenburg,,,ref_000301,obs_0000031247|obs_0000010949|obs_0000014826|obs_0000009197|obs_0000009679|obs_0000010738,obs_0000031247,x,
Güstrower Schlossquell,Keine Marke,"€ 5,49",,"1 l = 0,46","1 l = 0,46","versch. Sorten, je 12 x 1-l-Fl.-Kasten, zzgl. 4,50 € Pfand",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_185.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000302,obs_0000030233,obs_0000030233,,
Cola oder Limo,Vita,"€ 8,49",,"1 l = 0,71","1 l = 0,71","versch. Sorten, teilw. koffeinhaltig, je 12 x 1-l-Fl.-Kasten, zzgl. 3,30 € Pfand",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_187.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000303,obs_0000030234|obs_0000008405|obs_0000016686|obs_0000016754|obs_0000000445|obs_0000008772|obs_0000008921|obs_0000000810|obs_0000009023|obs_0000017246|obs_0000009119|obs_0000001014|obs_0000017639|obs_0000026287|obs_0000026323|obs_0000026438|obs_0000018375|obs_0000026646|obs_0000034850|obs_0000027015|obs_0000027037|obs_0000019364|obs_0000003042|obs_0000027814|obs_0000027972|obs_0000028026|obs_0000028226|obs_0000004177|obs_0000020844|obs_0000004604|obs_0000005031|obs_0000021663|obs_0000013978|obs_0000022338|obs_0000031900,,x,
Ileburger Brause,Keine Marke,"€ 0,79",,"1 l = 0,53","1 l = 0,53","versch. Sorten, je 1,5-l-Fl., zzgl. 0,25 € Pfand",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_192.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",neubrandenburg,,,ref_000304,,,,
Knusperflocken,Zetti,"€ 1,79",,"1 kg = 13,77","1 kg = 13,77","klassik, je 130-g-Btl.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_168.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000305,obs_0000031297|obs_0000030247|obs_0000009913|obs_0000009448,obs_0000031297|obs_0000009913|obs_0000030247|obs_0000009448,x,
